"says","say","říkají","říkat","impf"," some says gal, some says girl – both 's right, like enough."," Někteří říkají holka a jiní děvče, ale myslím, že to vyjde na stejno."
"see","see","viděl","vidět","impf"," And it maddened him to see, as he thought he saw, that Becky Thatcher never once suspected that he was even in the land of the living."," A dopalovalo ho k nepříčetnosti, když viděl - a domníval se, že to vidí zřetelně - že Becky Thatcherové vůbec nepřichází na mysl, že by snad mohl existovat nějaký Tom."
"saw","see","viděl","vidět","impf"," And it maddened him to see, as he thought he saw, that Becky Thatcher never once suspected that he was even in the land of the living."," A dopalovalo ho k nepříčetnosti, když viděl - a domníval se, že to vidí zřetelně - že Becky Thatcherové vůbec nepřichází na mysl, že by snad mohl existovat nějaký Tom."
"see","see","vidí","vidět","impf"," And it maddened him to see, as he thought he saw, that Becky Thatcher never once suspected that he was even in the land of the living."," A dopalovalo ho k nepříčetnosti, když viděl - a domníval se, že to vidí zřetelně - že Becky Thatcherové vůbec nepřichází na mysl, že by snad mohl existovat nějaký Tom."
"saw","see","vidí","vidět","impf"," And it maddened him to see, as he thought he saw, that Becky Thatcher never once suspected that he was even in the land of the living."," A dopalovalo ho k nepříčetnosti, když viděl - a domníval se, že to vidí zřetelně - že Becky Thatcherové vůbec nepřichází na mysl, že by snad mohl existovat nějaký Tom."
"landed","land","přistál","přistát","pf"," Tom skimmed up the shore through the long twilight, chatting cheerily with Huck, and landed shortly after dark."," Tom vesloval při břehu dlouhým soumrakem, živě se bavil s Huckem a přistál krátce po setmění."
"equalled","equal","rovnalo","rovnat","impf"," Ten blue tickets equalled a red one, and could be exchanged for it;"," Deset modrých lístků se rovnalo jednomu červenému a daly se v tomto poměru vyměnit."
"exchanged","exchange","vyměnit","vyměnit","pf"," Ten blue tickets equalled a red one, and could be exchanged for it;"," Deset modrých lístků se rovnalo jednomu červenému a daly se v tomto poměru vyměnit."
"equalled","equal","rovnalo","rovnat","impf"," ten red tickets equalled a yellow one;"," Deset červených lístků se rovnalo jednomu žlutému."
"allow","allow","uznat","uznat","pf"," This one makes it sing mighty small, I 'm willing to allow. """," Musím uznat, že vedle tvého překvapení hraje to moje druhé housle. """
"counted","count","Spočítali","spočítat","pf"," The money was counted."," Spočítali peníze."
"amounted","amount","činila","činit","impf"," The sum amounted to a little over twelve thousand dollars."," Částka činila něco přes dvanáct tisíc dolarů."
"seen","see","viděl","vidět","impf"," It was more than any one present had ever seen at one time before, though several persons were there who were worth considerably more than that in property."," Bylo to víc, než kdy viděl kterýkoliv z přítomných pohromadě na hotovosti, ačkoliv majetek četných osob představoval větší hodnotu."
"Go","go","Jdi","jít","impf"," "" Go away and leave me alone, ca n't you!"," "" Jdi pryč a dej mi pokoji "" řekla Amy."
"contemplated","contemplate","pozoroval","pozorovat","impf"," He had contemplated a good part of the performance before he contributed his bit of variety to it."," Učitel je hodnou chvíli pozoroval a tak shlédl velkou část představení, než sám začal přispívat ke zpestření programu."
"contributed","contribute","přispívat","přispívat","impf"," He had contemplated a good part of the performance before he contributed his bit of variety to it."," Učitel je hodnou chvíli pozoroval a tak shlédl velkou část představení, než sám začal přispívat ke zpestření programu."
"flew","fly","letěl","letět","impf"," When school broke up at noon, Tom flew to Becky Thatcher, and whispered in her ear :"," Když nadešla polední přestávka, letěl Tom k Becky Thatcherové a zašeptal jí do ucha :"
"whispered","whisper","zašeptal","zašeptat","pf"," When school broke up at noon, Tom flew to Becky Thatcher, and whispered in her ear :"," Když nadešla polední přestávka, letěl Tom k Becky Thatcherové a zašeptal jí do ucha :"
"let","let","nechal","nechat","pf"," It makes me feel so bad to think you could let me go to Sereny Harper and make such a fool of myself and never say a word. """," Je mi načisto špatně při pomyšlení, že jsi ani nemukl a že jsi mě nechal jít k Sereně Harperové, abych ze sebe udělala takového kašpara! """
"go","go","jít","jít","impf"," It makes me feel so bad to think you could let me go to Sereny Harper and make such a fool of myself and never say a word. """," Je mi načisto špatně při pomyšlení, že jsi ani nemukl a že jsi mě nechal jít k Sereně Harperové, abych ze sebe udělala takového kašpara! """
"makes","make","udělala","udělat","pf"," It makes me feel so bad to think you could let me go to Sereny Harper and make such a fool of myself and never say a word. """," Je mi načisto špatně při pomyšlení, že jsi ani nemukl a že jsi mě nechal jít k Sereně Harperové, abych ze sebe udělala takového kašpara! """
"make","make","udělala","udělat","pf"," It makes me feel so bad to think you could let me go to Sereny Harper and make such a fool of myself and never say a word. """," Je mi načisto špatně při pomyšlení, že jsi ani nemukl a že jsi mě nechal jít k Sereně Harperové, abych ze sebe udělala takového kašpara! """
"seemed","seem","zdála","zdát","impf"," His smartness of the morning had seemed to Tom a good joke before, and very ingenious."," Dosud se Tomovi jeho ranní taškařina zdála náramně vtipná a nesmírně duchaplná."
"say","say","říct","říci","pf"," He hung his head and could not think of anything to say for a moment."," Svěsil hlavu a chvíli nevěděl, co říct."
"find","find","zjistit","zjistit","pf"," We can find out quick. """," To můžeme zjistit natošup. """
"stay","stay","Zůstaň","zůstat","pf"," "" You stay here, Huck, till I come. """," "" Zůstaň tady, Hucku, dokud se nevrátím. """
"found","find","Zjistil","zjistit","pf"," He found that in the best tavern, No. 2 had long been occupied by a young lawyer, and was still so occupied."," Zjistil, že v nejlepším hostinci obývá pokoj číslo dvě už dlouhou dobu mladý advokát."
"hating","hate","nenáviděl","nenávidět","impf"," He was far from hating Tom the less when this thought occurred to him."," Tento postřeh nikterak nepřispěl k tomu, aby Toma nenáviděl méně než předtím."
"wished","wish","Toužil","toužit","impf"," He wished there was some way to get that boy into trouble without much risk to himself."," Toužil najít nějaký způsob, jakým toho chlapce dostat do bryndy bez osobního rizika."
"get","get","dostat","dostat","pf"," He wished there was some way to get that boy into trouble without much risk to himself."," Toužil najít nějaký způsob, jakým toho chlapce dostat do bryndy bez osobního rizika."
"fell","fall","padl","padnout","pf"," Tom 's spelling-book fell under his eye."," Jeho pohled padl na Tomovu mluvnici."
"keep","keep","vyhýbat","vyhýbat","impf"," All we got to do is to look mighty sharp and keep out of it."," Bude stačit, když si budeme dávat dobrý pozor a budeme se tomu neštěstí vyhýbat."
"drop","drop","necháme","nechat","pf"," We 'll drop this thing for to-day, and play."," Pro dnešek toho necháme a budeme si hrát."
"keep","keep","má","mít","impf"," You see that piece that 's got the blood on it will keep drawing and drawing, trying to fetch the other piece to it, and so that helps the blood to draw the wart, and pretty soon off she comes. """," Víš, ta půlka fazole, co má v sobě krev, táhne a táhne a chce přitáhnout tu druhou polovičku k sobě a to pomáhá krvi stáhnout bradavici a netrvá dlouho a bradavice sleze. """
"drawing","draw","táhne","táhnout","impf"," You see that piece that 's got the blood on it will keep drawing and drawing, trying to fetch the other piece to it, and so that helps the blood to draw the wart, and pretty soon off she comes. """," Víš, ta půlka fazole, co má v sobě krev, táhne a táhne a chce přitáhnout tu druhou polovičku k sobě a to pomáhá krvi stáhnout bradavici a netrvá dlouho a bradavice sleze. """
"drawing","draw","táhne","táhnout","impf"," You see that piece that 's got the blood on it will keep drawing and drawing, trying to fetch the other piece to it, and so that helps the blood to draw the wart, and pretty soon off she comes. """," Víš, ta půlka fazole, co má v sobě krev, táhne a táhne a chce přitáhnout tu druhou polovičku k sobě a to pomáhá krvi stáhnout bradavici a netrvá dlouho a bradavice sleze. """
"draw","draw","táhne","táhnout","impf"," You see that piece that 's got the blood on it will keep drawing and drawing, trying to fetch the other piece to it, and so that helps the blood to draw the wart, and pretty soon off she comes. """," Víš, ta půlka fazole, co má v sobě krev, táhne a táhne a chce přitáhnout tu druhou polovičku k sobě a to pomáhá krvi stáhnout bradavici a netrvá dlouho a bradavice sleze. """
"drawing","draw","táhne","táhnout","impf"," You see that piece that 's got the blood on it will keep drawing and drawing, trying to fetch the other piece to it, and so that helps the blood to draw the wart, and pretty soon off she comes. """," Víš, ta půlka fazole, co má v sobě krev, táhne a táhne a chce přitáhnout tu druhou polovičku k sobě a to pomáhá krvi stáhnout bradavici a netrvá dlouho a bradavice sleze. """
"drawing","draw","táhne","táhnout","impf"," You see that piece that 's got the blood on it will keep drawing and drawing, trying to fetch the other piece to it, and so that helps the blood to draw the wart, and pretty soon off she comes. """," Víš, ta půlka fazole, co má v sobě krev, táhne a táhne a chce přitáhnout tu druhou polovičku k sobě a to pomáhá krvi stáhnout bradavici a netrvá dlouho a bradavice sleze. """
"draw","draw","táhne","táhnout","impf"," You see that piece that 's got the blood on it will keep drawing and drawing, trying to fetch the other piece to it, and so that helps the blood to draw the wart, and pretty soon off she comes. """," Víš, ta půlka fazole, co má v sobě krev, táhne a táhne a chce přitáhnout tu druhou polovičku k sobě a to pomáhá krvi stáhnout bradavici a netrvá dlouho a bradavice sleze. """
"drawing","draw","přitáhnout","přitáhnout","pf"," You see that piece that 's got the blood on it will keep drawing and drawing, trying to fetch the other piece to it, and so that helps the blood to draw the wart, and pretty soon off she comes. """," Víš, ta půlka fazole, co má v sobě krev, táhne a táhne a chce přitáhnout tu druhou polovičku k sobě a to pomáhá krvi stáhnout bradavici a netrvá dlouho a bradavice sleze. """
