"nodded","nod","Přikývla","přikývnout","pf"," She nodded."," Přikývla."
"kept","keep","držela","držet","impf"," When all three of us went swimming together, it inevitably involved Agata 's usual screeching, splashing and underwater frolicking which caused the water literally to bubble. ( Beata kept out of the way but Agata kept on clasping me ever more shamelessly with her skinny legs until - with the feigned crabbiness of an old leopard - I was obliged to hold her head under the water with my heavy paw just long enough to send her wading back to shore, choking with annoyance and with her eyes full of tears."," Když jsme šli plavat všichni tři najednou, neobešlo se to díky Agátě bez známého výskání, stříkání a podvodního dovádění, při kterém voda doslova vřela ( Beáta se držela stranou, ale mne Agáta svýma hubenýma nohama obemykala čím dál nestoudněji, až jsem - s předstíraným mrzoutstvím starého leoparda - musel svou těžkou prackou zatlačit její hlavičku pod hladinu na tak dlouho, dokud se s uraženým kuckáním a slzami v očích nezačala brodit zpátky ke břehu )."
"kept","keep","držela","držet","impf"," When all three of us went swimming together, it inevitably involved Agata 's usual screeching, splashing and underwater frolicking which caused the water literally to bubble. ( Beata kept out of the way but Agata kept on clasping me ever more shamelessly with her skinny legs until - with the feigned crabbiness of an old leopard - I was obliged to hold her head under the water with my heavy paw just long enough to send her wading back to shore, choking with annoyance and with her eyes full of tears."," Když jsme šli plavat všichni tři najednou, neobešlo se to díky Agátě bez známého výskání, stříkání a podvodního dovádění, při kterém voda doslova vřela ( Beáta se držela stranou, ale mne Agáta svýma hubenýma nohama obemykala čím dál nestoudněji, až jsem - s předstíraným mrzoutstvím starého leoparda - musel svou těžkou prackou zatlačit její hlavičku pod hladinu na tak dlouho, dokud se s uraženým kuckáním a slzami v očích nezačala brodit zpátky ke břehu )."
"hold","hold","držela","držet","impf"," When all three of us went swimming together, it inevitably involved Agata 's usual screeching, splashing and underwater frolicking which caused the water literally to bubble. ( Beata kept out of the way but Agata kept on clasping me ever more shamelessly with her skinny legs until - with the feigned crabbiness of an old leopard - I was obliged to hold her head under the water with my heavy paw just long enough to send her wading back to shore, choking with annoyance and with her eyes full of tears."," Když jsme šli plavat všichni tři najednou, neobešlo se to díky Agátě bez známého výskání, stříkání a podvodního dovádění, při kterém voda doslova vřela ( Beáta se držela stranou, ale mne Agáta svýma hubenýma nohama obemykala čím dál nestoudněji, až jsem - s předstíraným mrzoutstvím starého leoparda - musel svou těžkou prackou zatlačit její hlavičku pod hladinu na tak dlouho, dokud se s uraženým kuckáním a slzami v očích nezačala brodit zpátky ke břehu )."
"went","go","nezačala","začít","pf"," When all three of us went swimming together, it inevitably involved Agata 's usual screeching, splashing and underwater frolicking which caused the water literally to bubble. ( Beata kept out of the way but Agata kept on clasping me ever more shamelessly with her skinny legs until - with the feigned crabbiness of an old leopard - I was obliged to hold her head under the water with my heavy paw just long enough to send her wading back to shore, choking with annoyance and with her eyes full of tears."," Když jsme šli plavat všichni tři najednou, neobešlo se to díky Agátě bez známého výskání, stříkání a podvodního dovádění, při kterém voda doslova vřela ( Beáta se držela stranou, ale mne Agáta svýma hubenýma nohama obemykala čím dál nestoudněji, až jsem - s předstíraným mrzoutstvím starého leoparda - musel svou těžkou prackou zatlačit její hlavičku pod hladinu na tak dlouho, dokud se s uraženým kuckáním a slzami v očích nezačala brodit zpátky ke břehu )."
"Replace","replace","Nahraďte","nahradit","pf"," "" Replace the verb in the following sentences with a suitable interjection, "" Marcela read out the instructions for the next exercise."," "" Nahraďte slovesa v následujících větách vhodnými citoslovci, "" četla Marcela zadání dalšího cvičení."
"read","read","četla","číst","impf"," "" Replace the verb in the following sentences with a suitable interjection, "" Marcela read out the instructions for the next exercise."," "" Nahraďte slovesa v následujících větách vhodnými citoslovci, "" četla Marcela zadání dalšího cvičení."
"said","say","řekl","říci","pf"," "" This is almost embarrassingly easy, "" I said."," "" To je až nedůstojně lehké, "" řekl jsem."
"start","start","začni","začít","pf"," Radek, you start. """," Radku, začni. """
"read","read","přečetl","přečíst","pf"," "" The balloon burst, "" Radek Zeleny read out and thought for a moment."," "" Jelen skočil přes plot, "" přečetl Radek Zelený a zamyslel se."
"save","save","zachránit","zachránit","pf"," If you ca n't save yourself, try to save your neighbour."," Nemůžeš - lí zachránit sebe, snaž se zachránit druhé."
"save","save","zachránit","zachránit","pf"," If you ca n't save yourself, try to save your neighbour."," Nemůžeš - lí zachránit sebe, snaž se zachránit druhé."
"try","try","snaž","snažit","impf"," If you ca n't save yourself, try to save your neighbour."," Nemůžeš - lí zachránit sebe, snaž se zachránit druhé."
"save","save","zachránit","zachránit","pf"," If you ca n't save yourself, try to save your neighbour."," Nemůžeš - lí zachránit sebe, snaž se zachránit druhé."
"save","save","zachránit","zachránit","pf"," If you ca n't save yourself, try to save your neighbour."," Nemůžeš - lí zachránit sebe, snaž se zachránit druhé."
"guess","guess","uhádnout","uhádnout","pf"," It was not hard to guess what form of eventual drain on profits was playing on her mind."," Nebylo těžké uhádnout, jaká podoba možné ztráty ze zisku se jí honí hlavou."
"go","go","půjdeš","jít","impf"," "" How many times will you go there? "" my daughter asked."," "" Kolikrát tam půjdeš? "" řekla dcera."
"turned","turn","Obrátil","obrátit","pf"," I turned to my wife :"," Obrátil jsem se k ženě :"
"seen","see","viděla","vidět","impf"," "" Have you ever seen a rich teacher? "" my wife said."," "" Už jsi viděla bohatýho učitele? "" řekla žena."
"said","say","řekla","říci","pf"," "" Have you ever seen a rich teacher? "" my wife said."," "" Už jsi viděla bohatýho učitele? "" řekla žena."
"kissed","kiss","Políbil","políbit","pf"," I kissed her :"," Políbil jsem ji :"
"laughed","laugh","zasmál","zasmát","pf"," The voice laughed and was joined by another one."," Hlas se zasmál a k němu se přidal ještě druhý."
"joined","join","přidal","přidat","pf"," The voice laughed and was joined by another one."," Hlas se zasmál a k němu se přidal ještě druhý."
"tried","try","Pokusil","pokusit","pf"," I tried to raise my head in order to reply, but they pushed it back down."," Pokusil jsem se nadzdvihnout hlavu, abych mohl odpovědět, ale přitlačili mi ji nazpět."
"reply","reply","odpovědět","odpovědět","pf"," I tried to raise my head in order to reply, but they pushed it back down."," Pokusil jsem se nadzdvihnout hlavu, abych mohl odpovědět, ale přitlačili mi ji nazpět."
"said","say","řekl","říci","pf"," "" Never heard of him, "" the voice said mockingly."," "" Neznám, "" řekl hlas posměšně."
"wanted","want","Chtěl","chtít","impf"," I wanted at least to show her my kindness, drawn from books ( Sandor Brody ), but as ill luck would have it, I could n't think of a single serviceable quotation."," Chtěl jsem jí tedy alespoň ukázat svou dobrotu, načerpanou z knih ( Sándor Bródy ), ale jako na potvoru jsem si nemohl vzpomenout ani na žádný použitelný citát."
"show","show","ukázat","ukázat","pf"," I wanted at least to show her my kindness, drawn from books ( Sandor Brody ), but as ill luck would have it, I could n't think of a single serviceable quotation."," Chtěl jsem jí tedy alespoň ukázat svou dobrotu, načerpanou z knih ( Sándor Bródy ), ale jako na potvoru jsem si nemohl vzpomenout ani na žádný použitelný citát."
"think","think","vzpomenout","vzpomenout","pf"," I wanted at least to show her my kindness, drawn from books ( Sandor Brody ), but as ill luck would have it, I could n't think of a single serviceable quotation."," Chtěl jsem jí tedy alespoň ukázat svou dobrotu, načerpanou z knih ( Sándor Bródy ), ale jako na potvoru jsem si nemohl vzpomenout ani na žádný použitelný citát."
"said","say","řekla","říci","pf"," "" Yesterday - "" she said abruptly, "" - was he there? """," "" Včera -, "" řekla příkře, "" - on tam byl? """
"deciding","decide","rozhodl","rozhodnout","pf"," I scarcely hesitated before deciding to give the truth a try once more that day :"," Během nepatrného zaváhání jsem se rozhodl, že to toho dne ještě jednou zkusím s pravdou :"
"talk","talk","Mluvil","mluvit","impf"," "" Did he talk to Dad? """," "" Mluvil s tátou? """
"postponing","postpone","odkládat","odkládat","impf"," there was no postponing it any longer."," nedalo se to koneckonců již déle odkládat."
"returned","return","vrátil","vrátit","pf"," Guy returned from the educational concert on the verge of exhaustion."," Kvido se vrátil z výchovného koncertu na pokraji vyčerpání."
"Thank","thank","Děkuji","děkovat","impf"," "" Thank you for the coffee, Mrs Kralova, "" Guy said politely."," "" Děkuji za kávu, paní Králová, "" řekl způsobně Kvido."
