"hesitated","hesitate","zaváhal","zaváhat","pf"," Gatsby hesitated, then added coolly :"," Gatsby zaváhal a potom chladně dodal :"
"sat","sit","seděly","sedět","impf"," Already it was deep summer on roadhouse roofs and in front of wayside garages, where new red petrol-pumps sat out in pools of light and when I reached my estate at West Egg I ran the car under its shed and sat for a while on an abandoned grass roller in the yard."," Na střechách domů podle cesty a před garážemi při silnici, kde nové červené benzinové pumpy seděly v tůních světla, bylo už hluboké léto, a když jsem přijel ke své usedlosti na Západním Vejci, zajel jsem autem pod přístřešek a usadil se na chvíli na dvoře na opuštěném válci na trávu."
"sat","sit","seděly","sedět","impf"," Already it was deep summer on roadhouse roofs and in front of wayside garages, where new red petrol-pumps sat out in pools of light and when I reached my estate at West Egg I ran the car under its shed and sat for a while on an abandoned grass roller in the yard."," Na střechách domů podle cesty a před garážemi při silnici, kde nové červené benzinové pumpy seděly v tůních světla, bylo už hluboké léto, a když jsem přijel ke své usedlosti na Západním Vejci, zajel jsem autem pod přístřešek a usadil se na chvíli na dvoře na opuštěném válci na trávu."
"reached","reach","přijel","přijet","pf"," Already it was deep summer on roadhouse roofs and in front of wayside garages, where new red petrol-pumps sat out in pools of light and when I reached my estate at West Egg I ran the car under its shed and sat for a while on an abandoned grass roller in the yard."," Na střechách domů podle cesty a před garážemi při silnici, kde nové červené benzinové pumpy seděly v tůních světla, bylo už hluboké léto, a když jsem přijel ke své usedlosti na Západním Vejci, zajel jsem autem pod přístřešek a usadil se na chvíli na dvoře na opuštěném válci na trávu."
"sat","sit","usadil","usadit","pf"," Already it was deep summer on roadhouse roofs and in front of wayside garages, where new red petrol-pumps sat out in pools of light and when I reached my estate at West Egg I ran the car under its shed and sat for a while on an abandoned grass roller in the yard."," Na střechách domů podle cesty a před garážemi při silnici, kde nové červené benzinové pumpy seděly v tůních světla, bylo už hluboké léto, a když jsem přijel ke své usedlosti na Západním Vejci, zajel jsem autem pod přístřešek a usadil se na chvíli na dvoře na opuštěném válci na trávu."
"sat","sit","usadil","usadit","pf"," Already it was deep summer on roadhouse roofs and in front of wayside garages, where new red petrol-pumps sat out in pools of light and when I reached my estate at West Egg I ran the car under its shed and sat for a while on an abandoned grass roller in the yard."," Na střechách domů podle cesty a před garážemi při silnici, kde nové červené benzinové pumpy seděly v tůních světla, bylo už hluboké léto, a když jsem přijel ke své usedlosti na Západním Vejci, zajel jsem autem pod přístřešek a usadil se na chvíli na dvoře na opuštěném válci na trávu."
"leaving","leave","zanechal","zanechat","pf"," The wind had blown off, leaving a loud, bright night, with wings beating in the trees and a persistent organ sound as the full bellows of the earth blew the frogs full of life."," Vítr se utišil a zanechal po sobě hlučnou, zářivou noc s křídly bijícími ve stromech a s vytrvalým zvukem varhan, jak plné měchy země nadýmaly žáby životem."
"cried","cry","zvolala","zvolat","pf"," ' I do n't care! ' cried Daisy, and began to clog on the brick fireplace."," "" To je mi jedno! "" zvolala Daisy a začala stepovat na cihlovém krbu."
"began","begin","začala","začít","pf"," ' I do n't care! ' cried Daisy, and began to clog on the brick fireplace."," "" To je mi jedno! "" zvolala Daisy a začala stepovat na cihlovém krbu."
"Come","come","Pojď","jít","impf"," ' Come to your own mother that loves you. '"," "" Pojď k mamince, co tě má tak ráda. """
"rushed","rush","běželo","běžet","impf"," The child, relinquished by the nurse, rushed across the room and rooted shyly into her mother 's dress."," Chůva dítě pustila, a to běželo přes pokoj a zakotvilo plaše v matčiných šatech."
"insisted","insist","naléhal","naléhat","impf"," ' We 're getting off, ' he insisted."," "" Vystupujeme, "" naléhal."
"want","want","Chci","chtít","impf"," ' I want you to meet my girl. '"," "" Chci ti ukázat své děvče. """
"think","think","Myslím","myslet","impf"," I think he 'd tanked up a good deal at luncheon, and his determination to have my company bordered on violence."," Myslím, že u oběda pořádně nasával, a jeho odhodlání, abych mu dělal společnost, hraničilo s násilím."
"walked","walk","kráčeli","kráčet","impf"," I followed him over a low whitewashed railroad fence, and we walked back a hundred yards along the road under Doctor Eckleburg 's persistent stare."," Přelezl jsem za ním nízký nabílený železniční plot a kráčeli jsme asi sto yardů zpátky po silnici, sledováni vytrvalým pohledem doktora Ecklenburga."
"followed","follow","sledováni","sledovat","impf"," I followed him over a low whitewashed railroad fence, and we walked back a hundred yards along the road under Doctor Eckleburg 's persistent stare."," Přelezl jsem za ním nízký nabílený železniční plot a kráčeli jsme asi sto yardů zpátky po silnici, sledováni vytrvalým pohledem doktora Ecklenburga."
"coming","come","půjde","jít","impf"," ' My God, I believe the man 's coming, ' said Tom."," "" Panebože, mám dojem, že ten člověk s nimi půjde, "" řekl Tom."
"said","say","řekl","říci","pf"," ' My God, I believe the man 's coming, ' said Tom."," "" Panebože, mám dojem, že ten člověk s nimi půjde, "" řekl Tom."
"says","say","říká","říkat","impf"," ' She says she does want him. '"," "" Ona říká, že o něho stojí. """
"drove","drive","jel","jet","impf"," And so it happened that on a warm windy evening I drove over to East Egg to see two old friends whom I scarcely knew at all."," A tak se stalo, že jsem jednoho vlahého větrného večera jel naproti na Východní Vejce navštívit dva staré přátele, které jsem sotva znal."
"see","see","navštívit","navštívit","pf"," And so it happened that on a warm windy evening I drove over to East Egg to see two old friends whom I scarcely knew at all."," A tak se stalo, že jsem jednoho vlahého větrného večera jel naproti na Východní Vejce navštívit dva staré přátele, které jsem sotva znal."
"expected","expect","očekával","očekávat","impf"," Their house was even more elaborate than I expected, a cheerful red-and-white Georgian Colonial mansion, overlooking the bay."," Jejich dům byl ještě honosnější, než jsem očekával : veselé červenobílé sídlo v georgiánském koloniálním slohu nad zálivem."
"started","start","začínal","začínat","impf"," The lawn started at the beach and ran toward the front door for a quarter of a mile, jumping over sun-dials and brick walks and burning gardens - finally when it reached the house drifting up the side in bright vines as though from the momentum of its run."," Trávník začínal u pobřeží a táhl se čtvrt míle směrem ke hlavnímu vchodu, přeskakoval sluneční hodiny a cihlové chodníčky a ohnivé zahrady - a nakonec, když dosáhl domu, vyhrnul se po něm vzhůru v podobě svítivých stonků popínavých rostlin, jako by popoháněn vlastním rozběhem."
"jumping","jump","přeskakoval","přeskakovat","impf"," The lawn started at the beach and ran toward the front door for a quarter of a mile, jumping over sun-dials and brick walks and burning gardens - finally when it reached the house drifting up the side in bright vines as though from the momentum of its run."," Trávník začínal u pobřeží a táhl se čtvrt míle směrem ke hlavnímu vchodu, přeskakoval sluneční hodiny a cihlové chodníčky a ohnivé zahrady - a nakonec, když dosáhl domu, vyhrnul se po něm vzhůru v podobě svítivých stonků popínavých rostlin, jako by popoháněn vlastním rozběhem."
"reached","reach","dosáhl","dosáhnout","pf"," The lawn started at the beach and ran toward the front door for a quarter of a mile, jumping over sun-dials and brick walks and burning gardens - finally when it reached the house drifting up the side in bright vines as though from the momentum of its run."," Trávník začínal u pobřeží a táhl se čtvrt míle směrem ke hlavnímu vchodu, přeskakoval sluneční hodiny a cihlové chodníčky a ohnivé zahrady - a nakonec, když dosáhl domu, vyhrnul se po něm vzhůru v podobě svítivých stonků popínavých rostlin, jako by popoháněn vlastním rozběhem."
"tried","try","pokusili","pokusit","pf"," At this point Jordan and I tried to go, but Tom and Gatsby insisted with competitive firmness that we remain - as though neither of them had anything to conceal and it would be a privilege to partake vicariously of their emotions."," V tom okamžiku jsme se Jordan a já pokusili odejít, ale Tom a Gatsby se předstihovali v odhodlaném trvání na tom, abychom zůstali - jako by nikdo z nich neměl co skrývat a jako by to byla zvláštní výsada, podílet se jako prostředníci na jejich citových výlevech."
"go","go","odejít","odejít","pf"," At this point Jordan and I tried to go, but Tom and Gatsby insisted with competitive firmness that we remain - as though neither of them had anything to conceal and it would be a privilege to partake vicariously of their emotions."," V tom okamžiku jsme se Jordan a já pokusili odejít, ale Tom a Gatsby se předstihovali v odhodlaném trvání na tom, abychom zůstali - jako by nikdo z nich neměl co skrývat a jako by to byla zvláštní výsada, podílet se jako prostředníci na jejich citových výlevech."
"remain","remain","zůstali","zůstat","pf"," At this point Jordan and I tried to go, but Tom and Gatsby insisted with competitive firmness that we remain - as though neither of them had anything to conceal and it would be a privilege to partake vicariously of their emotions."," V tom okamžiku jsme se Jordan a já pokusili odejít, ale Tom a Gatsby se předstihovali v odhodlaném trvání na tom, abychom zůstali - jako by nikdo z nich neměl co skrývat a jako by to byla zvláštní výsada, podílet se jako prostředníci na jejich citových výlevech."
"conceal","conceal","skrývat","skrývat","impf"," At this point Jordan and I tried to go, but Tom and Gatsby insisted with competitive firmness that we remain - as though neither of them had anything to conceal and it would be a privilege to partake vicariously of their emotions."," V tom okamžiku jsme se Jordan a já pokusili odejít, ale Tom a Gatsby se předstihovali v odhodlaném trvání na tom, abychom zůstali - jako by nikdo z nich neměl co skrývat a jako by to byla zvláštní výsada, podílet se jako prostředníci na jejich citových výlevech."
"want","want","Chci","chtít","impf"," I want to hear all about it. '"," Chci o tom slyšet všechno. """
"hear","hear","slyšet","slyšet","impf"," I want to hear all about it. '"," Chci o tom slyšet všechno. """
