"try","try","snaží","snažit","impf"," All you do is try to help, and people would think you ’ d murdered someone or something. ’"," Jeden se vždycky snaží pomoct, a lidi si nakonec myslí, že jsme někoho zamordovali nebo co. """
"called","call","říká","říkat","impf"," They ’ re called maracas, I think."," Myslím, že se jim říká rumba koule, ale ve slovníku jsem našel, že jsou to chřestítka."
"dancing","dance","tančí","tančit","impf"," ‘ What ’ s she dancing with a bull for? ’ said Adam."," "" A proč tančí s býkem? """
"tried","try","zkoušel","zkoušet","impf"," And then he ’ d tried to become an official Atheist and hadn ’ t got the rock-hard, self-satisfied strength of belief even for that."," Pak se zkoušel stát přesvědčeným ateistou, jenže ani tady se mu nepodařilo získat to skálopevné přesvědčení, že je na správné cestě."
"got","get","získat","získat","pf"," And then he ’ d tried to become an official Atheist and hadn ’ t got the rock-hard, self-satisfied strength of belief even for that."," Pak se zkoušel stát přesvědčeným ateistou, jenže ani tady se mu nepodařilo získat to skálopevné přesvědčení, že je na správné cestě."
"seemed","seem","zdály","zdát","impf"," And every single political party had seemed to him equally dishonest."," A politické strany - ty se mu zdály jedna vedle druhé stejně nečestné."
"made","make","dělali","dělat","impf"," Between calls they made notations, sipped coffee, and marvelled at the rain flooding down the windows."," Mezi hovory dělali poznámky, usrkávali kávu a žasli nad silou deště, který jim narážel do oken."
"staying","stay","Zůstávali","zůstávat","impf"," They were staying at their posts like the band on the Titanic."," Zůstávali na svých místech se stejnou úporností jako orchestr na Titaniku."
"sell","sell","prodat","prodat","pf"," If you couldn ’ t sell double glazing in weather like this, you couldn ’ t sell it at all."," Jestliže nedokážete prodat dvojitou izolaci za takového počasí, jaké právě panovalo, neprodáte ji nikdy."
"sell","sell","prodat","prodat","pf"," If you couldn ’ t sell double glazing in weather like this, you couldn ’ t sell it at all."," Jestliže nedokážete prodat dvojitou izolaci za takového počasí, jaké právě panovalo, neprodáte ji nikdy."
"sell","sell","neprodáte","prodat","pf"," If you couldn ’ t sell double glazing in weather like this, you couldn ’ t sell it at all."," Jestliže nedokážete prodat dvojitou izolaci za takového počasí, jaké právě panovalo, neprodáte ji nikdy."
"sell","sell","neprodáte","prodat","pf"," If you couldn ’ t sell double glazing in weather like this, you couldn ’ t sell it at all."," Jestliže nedokážete prodat dvojitou izolaci za takového počasí, jaké právě panovalo, neprodáte ji nikdy."
"going","go","jezděj","jezdit","impf"," ‘ Prob ’ ly causes traffic jams, ’ said Adam, ‘ all these men in black cars, going about telling people off for seeing UFOs."," "" To tam musej mít pěkný dopravní zácpy, "" uvažoval Adam nahlas, "" když po celý Americe jezděj ti chlapi ve velkejch černejch bourákách a vysvětlujou lidem, co viděli UFO, že žádný UFO neviděli."
"seeing","see","viděli","vidět","impf"," ‘ Prob ’ ly causes traffic jams, ’ said Adam, ‘ all these men in black cars, going about telling people off for seeing UFOs."," "" To tam musej mít pěkný dopravní zácpy, "" uvažoval Adam nahlas, "" když po celý Americe jezděj ti chlapi ve velkejch černejch bourákách a vysvětlujou lidem, co viděli UFO, že žádný UFO neviděli."
"seeing","see","neviděli","vidět","impf"," ‘ Prob ’ ly causes traffic jams, ’ said Adam, ‘ all these men in black cars, going about telling people off for seeing UFOs."," "" To tam musej mít pěkný dopravní zácpy, "" uvažoval Adam nahlas, "" když po celý Americe jezděj ti chlapi ve velkejch černejch bourákách a vysvětlujou lidem, co viděli UFO, že žádný UFO neviděli."
"tell","tell","řeknou","říci","pf"," They tell you that if you go on seeing ’ em, you ’ ll have a Nasty Accident. ’"," Většinou ti řeknou, že jestli je uvidíš znova, stane se ti ' ošklivá nehoda '. """
"seeing","see","uvidíš","uvidět","pf"," They tell you that if you go on seeing ’ em, you ’ ll have a Nasty Accident. ’"," Většinou ti řeknou, že jestli je uvidíš znova, stane se ti ' ošklivá nehoda '. """
"said","say","říkal","říkat","impf"," I said already."," Už jsem to říkal."
"looked","look","prohlédl","prohlédnout","pf"," He looked the figure up and down."," Pak si postavu pomalu prohlédl od hlavy k patě."
"said","say","odpověděl","odpovědět","pf"," That ’ s all reet then, ’ said Witchfinder Sergeant Shadwell ( retired )."," Pak je všechno v pořádku, "" odpověděl lovec čarodějnic seržant Shadwell, v. v."
"mean","mean","myslím","myslet","impf"," There ’ s something very important you should know, and I really mean it."," Je tady skutečně něco velmi důležitého, co bys měl vědět, a to myslím vážně."
"said","say","řekl","říci","pf"," ‘ Ngh, ’ said Crowley."," Hm, "" řekl Crowley."
"hung","hang","zavěsil","zavěsit","pf"," Aziraphale hung up on him."," Azirafal najednou zavěsil."
"wondered","wonder","přemýšlel","přemýšlet","impf"," Crowley wondered what he had wanted."," Crowley přemýšlel, co mohl chtít."
"wanted","want","chtít","chtít","impf"," Crowley wondered what he had wanted."," Crowley přemýšlel, co mohl chtít."
"passed","pass","Prošel","projít","pf"," You ’ ve passed the test."," Prošel jsi zkouškou."
"Compiled","compile","Sebrali","sebrat","pf"," Compiled and edited, with Footnotes of an Educational Nature and Precepts for the Wise, by Terry Pratchett and Neil Gaiman."," Sebrali, připravili k vydání a poznámkami vzdělávacího charakteru a napovězeními pro moudré doplnili Neil Gaiman a Terry Pratchett"
"burst","burst","roztrhl","roztrhnout","pf"," Far below, the tree burst the walls of its brushed concrete prison and rose like an express train."," Hluboko dole konečně strom roztrhl stěny svého betonového vězení a začal růst rychlostí expresního výtahu."
"Speed","speed","Zrychlete","zrychlit","pf"," Speed it up, and the sound a tree makes is vrooom."," Zrychlete to a zjistíte, že zvuk, který strom vydává, zní "" húúú ""."
"said","say","řekl","říci","pf"," ‘ M-me? ’ he said."," "" J - já? "" řekl nakonec Adam."
"wanted","want","netoužil","toužit","impf"," ‘ They ’ re all I ’ ve ever wanted, ’ he said."," "" Nikdy jsem po ničem jiném netoužil. """
"said","say","řekl","říci","pf"," Much obliged, ’ said Crowley, as he began to wind up the window."," Mnohokrát děkuji, "" řekl Crowley a začal zvedat okénko."
"began","begin","začal","začít","pf"," Much obliged, ’ said Crowley, as he began to wind up the window."," Mnohokrát děkuji, "" řekl Crowley a začal zvedat okénko."
"say","say","říci","říci","pf"," R. P. Tyler had to say something."," Pan R. P. Tyler musel něco říci."
"says","say","říká","říkat","impf"," ‘ My father says they ’ re dead safe and mean we don ’ t have to live in a greenhouse."," "" Můj táta říká, že jsou naprosto bezpečné a jenom díky nim nemusíme žít ve skleníku."
"doing","do","provádějí","provádět","impf"," It ’ d be a lot more interestin ’ and they might start thinkin ’ about the sort of things they ’ re doing to all the enviroment and ecology, because they ’ ll still be around in a hundred years ’ time. ’"," Bylo by to o moc zajímavější a třeba by pak měli čas zamyslet se nad všema těma věcma, který provádějí s životním prostředím a ekologií, protože by věděli, že tady za sto let pořád ještě budou. """
"said","say","řekl","říci","pf"," ‘ Ah, ’ said Beelzebub, and he actually began to smile."," "" Ale? "" řekl Belzebub a začal se skutečně usmívat."
"began","begin","začal","začít","pf"," ‘ Ah, ’ said Beelzebub, and he actually began to smile."," "" Ale? "" řekl Belzebub a začal se skutečně usmívat."
"smile","smile","usmívat","usmívat","impf"," ‘ Ah, ’ said Beelzebub, and he actually began to smile."," "" Ale? "" řekl Belzebub a začal se skutečně usmívat."
"listened","listen","naslouchal","naslouchat","impf"," Newt listened in fascinated horror to the story of Agnes Nutter ’ s death."," Newt s fascinovanou hrůzou naslouchal příběhu o smrti Agnes Magorésové."
"said","say","řekl","říci","pf"," ‘ Thou-shalt-not-commit-adultery Pulsifer? ’ he said, when she ’ d finished."," "" Ni - Ve - Snu - Nespácháš - Smilstvo Pulsifer? "" řekl, když skončila."
"finished","finish","skončila","skončit","pf"," ‘ Thou-shalt-not-commit-adultery Pulsifer? ’ he said, when she ’ d finished."," "" Ni - Ve - Snu - Nespácháš - Smilstvo Pulsifer? "" řekl, když skončila."
"think","think","Myslím","myslet","impf"," ‘ I think I understand, ’ said Newt."," "" Myslím, že tomu rozumím, "" přikývl pomalu Newt."
"understand","understand","rozumím","rozumět","impf"," ‘ I think I understand, ’ said Newt."," "" Myslím, že tomu rozumím, "" přikývl pomalu Newt."
"adjusted","adjust","upravil","upravit","pf"," Marvin O. Bagman adjusted his tie, checked his grin in the mirror, patted the bottom of his personal assistant ( Miss Cindi Kellerhals, Penthouse Pet of the Month three years ago last July;"," Marvin O. Bagman si upravil kravatu, zkontroloval v zrcadle i úsměv, poplácal po zadku svou osobní asistentku ( slečna Cindi Kellerhalsová, před třemi lety Mazlík měsíce června časopisu Penthouse;"
"checked","check","zkontroloval","zkontrolovat","pf"," Marvin O. Bagman adjusted his tie, checked his grin in the mirror, patted the bottom of his personal assistant ( Miss Cindi Kellerhals, Penthouse Pet of the Month three years ago last July;"," Marvin O. Bagman si upravil kravatu, zkontroloval v zrcadle i úsměv, poplácal po zadku svou osobní asistentku ( slečna Cindi Kellerhalsová, před třemi lety Mazlík měsíce června časopisu Penthouse;"
"swerved","swerve","Uhnul","uhnout","pf"," ‘ I swerved to avoid a Tibetan in the road, ’ he said."," "" Uhnul jsem, abych se vyhnul Tibeťanovi na silnici, "" řekl."
"avoid","avoid","vyhnul","vyhnout","pf"," ‘ I swerved to avoid a Tibetan in the road, ’ he said."," "" Uhnul jsem, abych se vyhnul Tibeťanovi na silnici, "" řekl."
"said","say","řekl","říci","pf"," ‘ I swerved to avoid a Tibetan in the road, ’ he said."," "" Uhnul jsem, abych se vyhnul Tibeťanovi na silnici, "" řekl."
"think","think","Myslím","myslet","impf"," I think I ’ ve probably gone mad. ’"," Myslím, že jsem se asi zbláznil. """
"tried","try","pokoušel","pokoušet","impf"," Newt tried not to stare."," Newt se pokoušel zírat na ni co nejnenápadněji."
"stare","stare","zírat","zírat","impf"," Newt tried not to stare."," Newt se pokoušel zírat na ni co nejnenápadněji."
"say","say","Neříkejte","říkat","impf"," Ye say?"," Neříkejte?"
"smashed","smash","rozbil","rozbít","pf"," The shop window was smashed from outside."," Někdo zvenčí rozbil výkladní skříň."
"turned","turn","otočil","otočit","pf"," Crowley turned, startled, and an unexpected jet of water struck him full in the chest, knocking him to the ground."," Crowley se otočil, aby zjistil, co se děje, a naprosto nečekaně ho do prsou zasáhl prudký proud vody a srazil ho k zemi."
