"say","say","říkáš","říkat","impf"," “ Why do you say that? ”"," "" Proč to říkáš? """
"began","begin","začala","začít","pf"," Ordinary people pass by, behind them stretches the blurred hoarding of coloured posters, everything is wet, the whole world is in the rain - that ’ s what the deluge must have looked like when it began - the thought flashes through her mind - the same repeated pattern of wet cobble-stones."," A kolem nich se míhají obyčejní lidé, nazad ubíhá rozplizlá strakatina plakátů, všechno je mokré, prší na celý svět - tak asi začala potopa světa, bleskne jí hlavou - ty stále stejné vzorky omoklé dlažby."
"treads","tread","nešlápne","šlápnout","pf"," If she never treads on a single dark line, they ’ ll all meet again."," Když nešlápne ani jednou na tmavý pruh, všichni se zase sejdou."
"meet","meet","sejdou","sejít","pf"," If she never treads on a single dark line, they ’ ll all meet again."," Když nešlápne ani jednou na tmavý pruh, všichni se zase sejdou."
"believes","believe","Věří","věřit","impf"," She believes in it and at the same time she doesn ’ t believe in it."," Věří tomu a zase nevěří."
"believe","believe","Věří","věřit","impf"," She believes in it and at the same time she doesn ’ t believe in it."," Věří tomu a zase nevěří."
"believes","believe","nevěří","věřit","impf"," She believes in it and at the same time she doesn ’ t believe in it."," Věří tomu a zase nevěří."
"believe","believe","nevěří","věřit","impf"," She believes in it and at the same time she doesn ’ t believe in it."," Věří tomu a zase nevěří."
"seemed","seem","zdálo","zdát","impf"," The room seemed lighter to them both, and the watch on his wrist ticked with a fresh, brave sound."," Oběma se zdálo, že je v pokojíku světleji, hodinky na jeho zápěstí tikaly svěže a nebojácně."
"feel","feel","Cítil","cítit","impf"," He could feel her whole body, and buried his face in her hair, breathing in greedily its special scent."," Cítil ji celou, zachumlával tvář do jejích vlasů, vdechuje lačně jejich zvláštní vůni."
"gripped","grip","stiskl","stisknout","pf"," He felt behind him on the cutter ’ s table for the long scissors, and gripped them in his hand until the knuckles stood out white."," Nahmatal za zády na stole dlouhé krejčovské nůžky, stiskl je ve dlani, až klouby bělely."
"watched","watch","Sledoval","sledovat","impf"," With eyes half-closed he watched the hand on the door-knob."," Sledoval přimhouřenýma očima ruku spočívající na klice."
"Stab","stab","Bodnout","bodnout","pf"," Stab him!"," Bodnout!"
"strike","strike","vrazit","vrazit","pf"," Rush at him from behind, strike the point deep between the ribs with all his strength, slash at that hand - his body tensed for a mad attack."," Zezadu se na něho vrhnout, vrazit mu šílenou silou hrot do žeber, sekat do té ruky, tělo se vypjalo k zběsilému útoku."
"breathed","breathe","Vydechl","vydechnout","pf"," He breathed out."," Vydechl."
"give","give","nepovolila","povolit","pf"," The knob would not give."," Klika nepovolila."
"laid","lay","položil","položit","pf"," When he laid his lips on her bared breasts with their small pointed tips she stiffened her whole body in obstinate refusal."," Teprve když položil ústa na rozhalenou hruď s maličkými hroty prsů, vzepjala se celým tělem v úporné obraně."
"release","release","Povolil","povolit","pf"," He did not release his hold of her until he saw the tears in her eyes."," Povolil stisk, až když spatřil v jejích očích slzy."
"saw","see","spatřil","spatřit","pf"," He did not release his hold of her until he saw the tears in her eyes."," Povolil stisk, až když spatřil v jejích očích slzy."
"say","say","řekne","říci","pf"," Here it is, Mrs Barášek, he can say with suppressed excitement, to the faded face in the shadowy, tobacco-scented, cramped little lock-up shop."," Tady je, paní Barášková, řekne vzrušeně té zvadlé tváři v příšeří tabákové kukaně."
"go","go","nechodí","chodit","impf"," The written papers were over and his head was still aching from the strain of the afternoon. In his pocket he fingered a ticket for the flicks but there was still two hours to go. Nobody went until the news-reel was safely over."," Písemky měl za sebou, hlava dosud brněla dopoledním vypětím, v kapse zahříval lístek do kina, ale zbylo ještě dvě hodiny času, na týdeník se nechodí."
"went","go","nechodí","chodit","impf"," The written papers were over and his head was still aching from the strain of the afternoon. In his pocket he fingered a ticket for the flicks but there was still two hours to go. Nobody went until the news-reel was safely over."," Písemky měl za sebou, hlava dosud brněla dopoledním vypětím, v kapse zahříval lístek do kina, ale zbylo ještě dvě hodiny času, na týdeník se nechodí."
"going","go","dělat","dělat","impf"," “ What are you going to do? ”"," "" A co budeš dělat ty? """
"do","do","dělat","dělat","impf"," “ What are you going to do? ”"," "" A co budeš dělat ty? """
"asked","ask","zeptal","zeptat","pf"," “ How did you guess? ” he asked in surprise."," "" Jak to víš? "" zeptal se překvapeně."
"raised","raise","Pozdvihl","pozdvihnout","pf"," He raised his head."," Pozdvihl hlavu."
"thought","think","Myslela","myslet","impf"," “ I just thought. ”"," "" Myslela jsem si to. """
"go","go","chodit","chodit","impf"," Yes. In the evening I shall go to the Observatory."," Večer budu chodit do observatoře."
"muttered","mutter","Zamumlal","zamumlat","pf"," He muttered something with a dry throat and turned to face the window."," Zamumlal cosi slepeným hrdlem, obrátil se tváří k oknu."
"turned","turn","obrátil","obrátit","pf"," He muttered something with a dry throat and turned to face the window."," Zamumlal cosi slepeným hrdlem, obrátil se tváří k oknu."
"surprised","surprise","překvapilo","překvapit","pf"," It had surprised him a bit when she had not wanted him to go away."," Trochu ho překvapilo, že nechtěla, aby odešel."
"wanted","want","nechtěla","chtít","impf"," It had surprised him a bit when she had not wanted him to go away."," Trochu ho překvapilo, že nechtěla, aby odešel."
"go","go","odešel","odejít","pf"," It had surprised him a bit when she had not wanted him to go away."," Trochu ho překvapilo, že nechtěla, aby odešel."
"caught","catch","Zaslechl","zaslechnout","pf"," He caught the sound of bare feet on the floor, shoe-heels tapping as the feet slipped into them, the rustle of linen on a naked body."," Zaslechl capkání bosých chodidel na podlaze, zaklapání střevíčků, šelest prádla na nahém těle."
"see","see","nevidím","vidět","impf"," I can ’ t even see what you look like."," Vždyť vám ani nevidím do tváře."
"answer","answer","odpovědět","odpovědět","pf"," He did not know how to answer her."," Jak odpovědět - nevěděl."
"go","go","Odejít","odejít","pf"," Should he go away?"," Odejít?"
"hold","hold","držet","držet","impf"," It was better to hold your tongue."," Raději tedy držet jazyk za zuby!"
"talk","talk","mluví","mluvit","impf"," It was all very well for Čepek to talk he was all alone in the world."," Čepkovi se to mluví."
"look","look","Koukni","kouknout","pf"," “ Just look at the papers!"," "" Koukni do novin!"
"going","go","dělat","dělat","impf"," “ What are you going to do after the war ’ s over?"," "" Co budeš dělat, až bude po válce?"
"do","do","dělat","dělat","impf"," “ What are you going to do after the war ’ s over?"," "" Co budeš dělat, až bude po válce?"
"mean","mean","Myslím","myslet","impf"," I mean, besides being my wife? ”"," Myslím - kromě toho, že budeš mou ženou? """
"felt","feel","Ucítil","ucítit","pf"," He felt her press against him gratefully."," Ucítil, jak se k němu vděčně přimkla."
"repeated","repeat","opakovala","opakovat","impf"," “ Of course ... ” she repeated softly."," "" Samozřejmé ... "" opakovala si pro sebe."
"believe","believe","nevěříš","věřit","impf"," “ Don ’ t you believe me? ”"," "" Ty nevěříš? """
"seen","see","viděla","vidět","impf"," And anyway - have you ever seen a real lyre? ”"," A vůbec - viděla jsi někdy skutečnou lyru? """
"see","see","vidíš","vidět","impf"," “ There you are, you see. ”"," "" Tak vidíš. """
"seen","see","viděl","vidět","impf"," “ Have you ever seen one? ”"," "" Tys ji viděl? """
"see","see","vidíš","vidět","impf"," “ There you are, you see, ” she returned, and gave him a mischievous kiss on the mouth."," "" Tak vidíš, "" vrátila mu všechno a políbila ho s uličnickou radostí na ústa."
"returned","return","vrátila","vrátit","pf"," “ There you are, you see, ” she returned, and gave him a mischievous kiss on the mouth."," "" Tak vidíš, "" vrátila mu všechno a políbila ho s uličnickou radostí na ústa."
"took","take","vzal","vzít","pf"," With his left hand he took the case from the uncomprehending girl while his other hand touched her gently on the shoulder and helped her to her feet."," Levičkou vzal nechápající dívce její kufřík, druhou rukou ji lehce vzal za ramena a pomohl jí vstát."
"took","take","vzal","vzít","pf"," With his left hand he took the case from the uncomprehending girl while his other hand touched her gently on the shoulder and helped her to her feet."," Levičkou vzal nechápající dívce její kufřík, druhou rukou ji lehce vzal za ramena a pomohl jí vstát."
"helped","help","pomohl","pomoci","pf"," With his left hand he took the case from the uncomprehending girl while his other hand touched her gently on the shoulder and helped her to her feet."," Levičkou vzal nechápající dívce její kufřík, druhou rukou ji lehce vzal za ramena a pomohl jí vstát."
"pressing","press","přitiskla","přitisknout","pf"," She pulled him to her with all her strength, pressing her lips on his motionless mouth."," Strhla ho na sebe silou, přitiskla se rty k jeho nehybným ústům."
"heard","hear","zaslechl","zaslechnout","pf"," Then he heard what she was saying :"," Pak zaslechl její hlas."
"want","want","chci","chtít","impf"," “ I want you to take me."," "" Já chci, aby sis mě vzal."
"take","take","vzal","vzít","pf"," “ I want you to take me."," "" Já chci, aby sis mě vzal."
"take","take","vezmi","vzít","pf"," Now, now, take me now, don ’ t wait, my darling ... ”"," Teď, teď hned si mě vezmi, nečekej ... ty můj milý ... """
"turning","turn","otáčeje","otáčet","impf"," He put his hand gingerly into the bag, turning his eyes guiltily towards the cutter, who had his back turned to them and noticed nothing."," Hrábl ostýchavě do kornoutu, otáčeje se provinilýma očima po tovaryši, který seděl obrácen k nim zády a ničeho si nevšímal."
