"draw","draw","nenakreslí","nakreslit","pf"," All right - on House-Tree-Person, look for someone who did n't draw the female figure first."," V testu lidské postavy hledejte toho, který nenakreslí jako první postavu svého rodokmenu ženu."
"see","see","zahlédla","zahlédnout","pf"," If she could stand to meet those strange maroon eyes for long enough, if she looked deeply where the dark sucks in the sparks, she might see something useful."," Kdyby vydržela hledět do těch podivných hnědých očí dost dlouho, kdyby se podívala dost hluboko, kde se hloubka proměňuje v jiskřičky, možná by zahlédla něco užitečného."
"see","see","spatřila","spatřit","pf"," She thought she might see glee."," Zřejmě by spatřila škodolibou radost."
"climbs","climb","leze","lézt","impf"," She climbs carefully on a stalk of nightshade, seeking space to unfurl the damp new wings still wadded on her back."," Opatrně leze vzhůru po lilkovém stonku a hledá prostor, kde by mohlo v bezpečí roztáhnout svá nová křídla, která má zatím pořád složená na zádech."
"seeking","seek","hledá","hledat","impf"," She climbs carefully on a stalk of nightshade, seeking space to unfurl the damp new wings still wadded on her back."," Opatrně leze vzhůru po lilkovém stonku a hledá prostor, kde by mohlo v bezpečí roztáhnout svá nová křídla, která má zatím pořád složená na zádech."
"selects","select","Vybralo","vybrat","pf"," She selects a horizontal twig."," Vybralo si jednu vodorovnou větvičku."
"see","see","podívat","podívat","pf"," Mr. Gumb must tilt his head to see."," Gumb se musí podívat zblízka, aby viděl opravdu dobře."
"see","see","viděl","vidět","impf"," Mr. Gumb must tilt his head to see."," Gumb se musí podívat zblízka, aby viděl opravdu dobře."
"pumped","pump","čerpá","čerpat","impf"," Little by little the wings are pumped full of blood and air."," Můra pomalu čerpá do křídel vzduch a krev."
"moved","move","nepohnul","pohnout","pf"," Mr. Gumb has hardly moved."," Pan Gumb se ani nepohnul."
"see","see","viděla","vidět","impf"," On the counter in the open kitchen Starling could see a tape recorder attached to the telephone."," Dveře v kuchyni byly dokořán a na stole viděla, že je k telefonu připojený magnetofon."
"help","help","pomoct","pomoci","pf"," "" Can I help you any way? "" the young officer asked."," "" Můžu vám pomoct? "" zeptal se mladý důstojník."
"asked","ask","zeptal","zeptat","pf"," "" Can I help you any way? "" the young officer asked."," "" Můžu vám pomoct? "" zeptal se mladý důstojník."
"touch","touch","dotýkat","dotýkat","impf"," You can touch stuff, if that 's what you want to know. """," Můžete se už klidně všeho dotýkat, jestli vás zajímá právě tohle. """
"Thank","thank","Děkuju","děkovat","impf"," "" Thank you, sir, that 's a very good idea."," "" Děkuju vám, pane, to je moc dobrý nápad."
"call","call","zavolal","zavolat","pf"," Mr. Yow, if the door should come down, ha ha, or something else should occur, would you be kind enough to call this number?"," Pane Yowe, kdyby náhodou ty dveře zapadly, ha ha, nebo kdyby něco, byl byste tak laskav a zavolal na tohle číslo?"
"supervised","supervise","dohlížel","dohlížet","impf"," Barney supervised the thrice-weekly cleaning and searched for contraband at the same time."," Barney třikrát v týdnu na úklid dohlížel a zároveň hledal kontraband."
"searched","search","hledal","hledat","impf"," Barney supervised the thrice-weekly cleaning and searched for contraband at the same time."," Barney třikrát v týdnu na úklid dohlížel a zároveň hledal kontraband."
"checked","check","Kontroloval","kontrolovat","impf"," He checked everything and he neglected nothing."," Kontroloval všechno a nic mu neuniklo."
"think","think","Mám","mít","impf"," I think Justice wants to push the button on all of it."," Mám takový dojem, že vymazat to chce všechno ministerstvo spravedlnosti."
"wants","want","chce","chtít","impf"," I think Justice wants to push the button on all of it."," Mám takový dojem, že vymazat to chce všechno ministerstvo spravedlnosti."
"calling","call","volat","volat","impf"," "" Sure, I 'll put it on his screen, but we 're not calling him right now."," "" Jistě, napíšu mu to tam, aby to pak viděl na obrazovce, ale nebudu mu teď volat."
"removes","remove","odstraní","odstranit","pf"," He moistens her lips with glycerine and removes a speck from the corner of her eye with his broad thumb."," Otře jí rty glycerinem a palcem jí odstraní smítko z koutku oka."
"stir","stir","nepohne","pohnout","pf"," She does not stir."," Bella se ani nepohne."
"turn","turn","obrátit","obrátit","pf"," It is not yet time to turn her."," Za chvíli bude čas ji obrátit."
"catches","catch","Přistihne","přistihnout","pf"," He catches himself doing this and it shames him."," Přistihne se při těchto myšlenkách a zastydí se."
"remember","remember","vzpomenout","vzpomenout","pf"," Back at his chair he cannot remember what he was reading."," Usedá zpátky do křesla, ale nemůže si vzpomenout, co to vlastně četl."
"reading","read","četl","číst","impf"," Back at his chair he cannot remember what he was reading."," Usedá zpátky do křesla, ale nemůže si vzpomenout, co to vlastně četl."
"refused","refuse","odmítal","odmítat","impf"," Dr. Bloom refused to compare Buffalo Bill with Francis Dolarhyde or Garrett Hobbs, or any of the others in his experience."," Dr. Bloom odmítal přirovnávat Buffalo Billa k případu Francis Dolarhyde nebo Garrett Hobbs nebo ke komukoli jinému, koho ve své praxi poznal."
"refused","refuse","Odmítal","odmítat","impf"," He refused to use the term "" Buffalo Bill. """," Odmítal také používat přezdívku ' Buffalo Bill '."
"use","use","používat","používat","impf"," He refused to use the term "" Buffalo Bill. """," Odmítal také používat přezdívku ' Buffalo Bill '."
"say","say","neřekl","říci","pf"," In fact he did n't say much at all, but he was known to be an expert, probably the expert on the subject, and the network wanted to show his face."," V podstatě toho vlastně ani příliš mnoho neřekl, ale byl to známý expert, možná ten nejslavnější ve svém oboru, a televize chtěla ukázat jeho obličej."
"wanted","want","chtěla","chtít","impf"," In fact he did n't say much at all, but he was known to be an expert, probably the expert on the subject, and the network wanted to show his face."," V podstatě toho vlastně ani příliš mnoho neřekl, ale byl to známý expert, možná ten nejslavnější ve svém oboru, a televize chtěla ukázat jeho obličej."
"show","show","ukázat","ukázat","pf"," In fact he did n't say much at all, but he was known to be an expert, probably the expert on the subject, and the network wanted to show his face."," V podstatě toho vlastně ani příliš mnoho neřekl, ale byl to známý expert, možná ten nejslavnější ve svém oboru, a televize chtěla ukázat jeho obličej."
"touching","touch","Dotkla","dotknout","pf"," Gentle as a caress, her hand touching the hood."," Dotkla se kapuce, jako by ho chtěla pohladit."
"felt","feel","ucítila","ucítit","pf"," When she felt the round knob on the top, she knew."," Když ucítila oválný knoflík na vrchu, pochopila."
"severed","sever","odříznuta","odříznout","pf"," The head inside the jar had been severed neatly close beneath the jaw."," Hlava uvnitř nádoby byla hladce odříznuta kousek pod čelistí."
"talking","talk","mluvím","mluvit","impf"," "" I 'm talking to you, sir."," "" Pane, s vámi mluvím!"
"Help","help","Pomozte","pomoci","pf"," Help me out here. """," Pomozte mi s ním. """
"wished","wish","Přála","přát","impf"," She wished hard for a badge, a uniform, anything."," Přála si mít placku, uniformu, cokoli."
"said","say","řekla","říci","pf"," "" Okay, Harry, "" the newswoman said."," "" Okay, Harry, "" řekla redaktorka."
"want","want","chceme","chtít","impf"," "" Ah, officer, we want to cooperate in every way."," "" My s vámi samozřejmě chceme spolupracovat."
"cooperate","cooperate","spolupracovat","spolupracovat","impf"," "" Ah, officer, we want to cooperate in every way."," "" My s vámi samozřejmě chceme spolupracovat."
"keep","keep","mám","mít","impf"," Frankly, this crew costs money and I just want to know whether to even keep them here until the other authorities arrive."," Upřímně řečeno, výjezd štábu stojí spoustu peněz a ráda bych věděla, jestli je tu mám vůbec zdržovat, než přijede policie."
"arrive","arrive","přijede","přijet","pf"," Frankly, this crew costs money and I just want to know whether to even keep them here until the other authorities arrive."," Upřímně řečeno, výjezd štábu stojí spoustu peněz a ráda bych věděla, jestli je tu mám vůbec zdržovat, než přijede policie."
"writes","write","nepíše","psát","impf"," "" It 's ridiculous, you know; Lecter 's a psychiatrist and he writes for the psychiatric journals himself - extraordinary stuff - but it 's never about his own little anomalies."," "" Je to zvláštní, víte, Lecter je psychiatr a sám publikuje v odborných časopisech samé mimořádné věci, nikdy ale nepíše o svých drobných anomaliích."
"deny","deny","popřít","popřít","pf"," I wo n't deny anything you 've said."," Nemohu popřít nic z toho, co jste řekl."
"said","say","řekl","říci","pf"," I wo n't deny anything you 've said."," Nemohu popřít nic z toho, co jste řekl."
"answering","answer","odpovíte","odpovědět","pf"," But here 's the question you 're answering for me right now, whether you mean to or not :"," Ale nabízí se otázka, na kterou mi teď odpovíte, ať chcete, nebo ne :"
"mean","mean","chcete","chtít","impf"," But here 's the question you 're answering for me right now, whether you mean to or not :"," Ale nabízí se otázka, na kterou mi teď odpovíte, ať chcete, nebo ne :"
"point","point","namířil","namířit","pf"," Are you strong enough to point that high-powered perception at yourself?"," Jste dost silný na to, abyste namířil svou obrovskou vnímavost sám na sebe?"
"write","write","napište","napsat","pf"," Look at yourself and write down the truth."," Zahleďte se sám do sebe a napište pravdu."
"go","go","jedete","jet","impf"," FBI credentials get a snappier response the farther west you go."," POVĚŘOVACÍM LISTINÁM FBI se dostává tím větší autority, čím dále na západ jedete."
"offered","offer","nabídl","nabídnout","pf"," He relieved Stacy Hubka at the counter and the telephones himself, and offered Starling the privacy of his cubicle for the interview."," Osobně zastoupil Stacy u přepážky i telefonu a nabídl svou kancelář, aby vyšetřování FBI nebylo ničím rušeno."
