"call","call","říká","říkat","impf"," At the moment she 's in my apartment in the neighborhood they call Little Berlin."," Je momentálně v mém bytě ve čtvrti, které se tu říká Malý Berlín."
"informed","inform","sdělil","sdělit","pf"," Melancholically he showed Buback photos of his luxurious villa, and when asked politely if at least the inhabitants had survived, he informed Buback gloomily that by sheer coincidence his wife had been in Prague."," Melancholicky ukazoval Bubackovi fotky přepychové vily a na zdvořilou otázku, zda se zachránili alespoň obyvatelé, sdělil bez nadšení, že manželka byla čirou náhodou v Praze."
"heard","hear","slyšel","slyšet","impf"," ( Buback, like everyone in the building, had heard of the chiefs passionate liaison with a member of the temporarily closed German Theater. )"," Buback jako všichni tady slyšel o jeho ohnivém poměru s jakousi sboristkou mezitím dočasně uzavřeného Německého divadla, zřejmě muší váhou, neboť panoval obecný podiv, že ji dosud neroztrhl nebo nezamáčkl."
"Tell","tell","Pověz","povědět","pf"," - Tell them."," - Pověz jim to."
"going","go","jde","jít","impf"," - ... and that he 'd be going away to meet the man 's contacts, so he might be detained."," - ... že mu jde hledat spojení a možná se při tom zdrží."
"detained","detain","zdrží","zdržet","pf"," - ... and that he 'd be going away to meet the man 's contacts, so he might be detained."," - ... že mu jde hledat spojení a možná se při tom zdrží."
"harmed","harm","neublížil","ublížit","pf"," Hear me out, as a man who has never knowingly harmed another and who has tried amid the madness to maintain an island of justice."," Vyslyšte mě jako člověka, který nikomu vědomě neublížil a snažil se uprostřed šílení ubránit ostrůvek práva."
"tried","try","snažil","snažit","impf"," Hear me out, as a man who has never knowingly harmed another and who has tried amid the madness to maintain an island of justice."," Vyslyšte mě jako člověka, který nikomu vědomě neublížil a snažil se uprostřed šílení ubránit ostrůvek práva."
"speaking","speak","mluvím","mluvit","impf"," As proof I 'll put an end to this charade by speaking to you in your native language, which is mine as well."," Na důkaz končím se svou jedinou lží a mluvím k vám ve vaší mateřštině, která je i mou."
"say","say","řeknete","říci","pf"," What do you say?"," Co mi řeknete?!"
"asked","ask","zeptala","zeptat","pf"," He must have been staring silently at her with such intentness that she finally asked,"," Musel na ni zřejmě delší dobu mlčky hledět tak naléhavě, že se zeptala."
"tore","tear","vytrhla","vytrhnout","pf"," The question tore him from his musings."," Otázka ho vytrhla z představy."
"admit","admit","uznat","uznat","pf"," Morava had to admit that once they had fastened their helmets beneath their chins, they looked quite imposing."," Když si upnuli pod bradami policejní přílby, vypadali, musel Morava uznat, dost impozantně."
"changed","change","proměnila","proměnit","pf"," Národní Avenue had changed."," Národní třída se značně proměnila."
"acknowledge","acknowledge","Neuznal","uznat","pf"," He did not acknowledge them or their lackadaisically raised right hands, and bellowed at them as if they were new conscripts."," Neuznal je za hodny ani ledabyle zvednuté pravice a zaburácel v místnosti jako by stál před nastoupeným útvarem."
"repeated","repeat","Zopakoval","zopakovat","pf"," Once he had repeated what they had heard individually from him and State Secretary Frank, he concluded :"," Zopakoval, co už včera jednotlivě slyšeli od něho i státního sekretáře Franka, a pak jim to sečetl."
"heard","hear","slyšeli","slyšet","impf"," Once he had repeated what they had heard individually from him and State Secretary Frank, he concluded :"," Zopakoval, co už včera jednotlivě slyšeli od něho i státního sekretáře Franka, a pak jim to sečetl."
"glanced","glance","Pohlédl","pohlédnout","pf"," He glanced fleetingly at the German, but Buback still wore the impersonal mask of disinterested officialdom."," Pohlédl letmo na Němce, ale ten neměnně zachovával neosobní masku úřední osoby."
"save","save","zachránit","zachránit","pf"," she clung to him as if she were freezing and only animal warmth could save her."," Tiskla se k němu jako mrznoucí člověk, kterého může zachránit jen živočišné teplo."
"began","begin","Začal","začít","pf"," He began to stroke her, slowly and lightly, with just the balls of his fingers, along her back, her shoulders, and as she gave in and opened herself to him, he moved along her elbows, thighs, feet, not missing a single spot on her body."," Začal ji hladit, pomalu a lehounce, jen bříšky prstů, po zádech, ramenou, a jak se poddávala a nastavovala, po loktech, stehnech, chodidlech, nevynechal snad jediné místo jejího těla."
"opened","open","Začal","začít","pf"," He began to stroke her, slowly and lightly, with just the balls of his fingers, along her back, her shoulders, and as she gave in and opened herself to him, he moved along her elbows, thighs, feet, not missing a single spot on her body."," Začal ji hladit, pomalu a lehounce, jen bříšky prstů, po zádech, ramenou, a jak se poddávala a nastavovala, po loktech, stehnech, chodidlech, nevynechal snad jediné místo jejího těla."
"stroke","stroke","hladit","hladit","impf"," He began to stroke her, slowly and lightly, with just the balls of his fingers, along her back, her shoulders, and as she gave in and opened herself to him, he moved along her elbows, thighs, feet, not missing a single spot on her body."," Začal ji hladit, pomalu a lehounce, jen bříšky prstů, po zádech, ramenou, a jak se poddávala a nastavovala, po loktech, stehnech, chodidlech, nevynechal snad jediné místo jejího těla."
"missing","miss","nevynechal","vynechat","pf"," He began to stroke her, slowly and lightly, with just the balls of his fingers, along her back, her shoulders, and as she gave in and opened herself to him, he moved along her elbows, thighs, feet, not missing a single spot on her body."," Začal ji hladit, pomalu a lehounce, jen bříšky prstů, po zádech, ramenou, a jak se poddávala a nastavovala, po loktech, stehnech, chodidlech, nevynechal snad jediné místo jejího těla."
"ended","end","ukončit","ukončit","pf"," And when he had despaired on realizing the truth, Grete had led him away from the pistol that would have ended his pain."," Krátce poté mu tato žena zastoupila cestu k pistoli, která měla ukončit jeho náhle propuklé zoufalství z prozření."
"reached","reach","dosáhla","dosáhnout","pf"," Today it was she who had reached rock bottom."," A právě ona dosáhla dnes téhož dna nevíry."
"promise","promise","Slibuju","slibovat","impf"," - I promise! he said."," - Slibuju! řekl."
"said","say","řekl","říci","pf"," - I promise! he said."," - Slibuju! řekl."
"unleashed","unleash","rozpoutal","rozpoutat","pf"," Tonight, high above a city that would soon be celebrating its freedom from the Occupation, a devastating analogy occurred to him for the first time : could the German Führer derive the same perverted satisfaction from the worldwide butchery he 'd unleashed as the unknown murderer did from his bloody slaughter of women?"," Ale až této noci, kdy stoupal na jakýsi kopec ve městě, které bude asi zanedlouho jásat, že se zbavilo okupantů, vždyť dobře vnímal vzdálenou kanonádu a zažil párkrát, jak střelhbitě se umí přiblížit! si připustil otřesné srovnání : nepřinášejí snad světová jatka Vůdci Němců, který je rozpoutal, podobně zvrácené uspokojení, jako neznámému vrahovi ty řeznické porážky žen?"
"led","lead","vedla","vést","impf"," the last one was open and empty, and an opening at the back led into the neighboring building."," Poslední byla otevřená a prázdná, z ní vedla prorážka do dalšího domu."
"rose","rise","vstala","vstát","pf"," She suddenly rose and headed for the bathroom."," Zničehonic vstala a zamířila ke koupelně."
"want","want","Chci","chtít","impf"," - I want to hold you, he said."," - Chci tě obejmout, řekl."
"said","say","řekl","říci","pf"," - I want to hold you, he said."," - Chci tě obejmout, řekl."
"need","need","Potřebuju","potřebovat","impf"," I need your strength, so I 'll have to hold off."," Potřebuju tvou sílu a počkám si na ni."
"go","go","Šla","jít","impf"," I 'd rather go home, but he might be there, so let me stay, but pretend I 'm not here."," Šla bych nejradši k sobě, jenže tam by mohl být on, tak mě tu nech, ale mysli si, že tady nejsem."
"let","let","nech","nechat","pf"," I 'd rather go home, but he might be there, so let me stay, but pretend I 'm not here."," Šla bych nejradši k sobě, jenže tam by mohl být on, tak mě tu nech, ale mysli si, že tady nejsem."
"answered","answer","odpovídala","odpovídat","impf"," Like a schoolchild called on in class, she answered them in complete sentences."," Jako ve škole odpovídala celými větami."
"set","set","postavil","postavit","pf"," The refugee set his case down, opened it, and scrabbled through it."," Běženec postavil kufr na zem, otevřel jej a začal se v něm nepochopitelně přehrabovat."
"opened","open","otevřel","otevřít","pf"," The refugee set his case down, opened it, and scrabbled through it."," Běženec postavil kufr na zem, otevřel jej a začal se v něm nepochopitelně přehrabovat."
"opened","open","začal","začít","pf"," The refugee set his case down, opened it, and scrabbled through it."," Běženec postavil kufr na zem, otevřel jej a začal se v něm nepochopitelně přehrabovat."
"unfolded","unfold","rozvinula","rozvinout","pf"," As it unfolded, Barbora recognized it as a well-preserved hunting coat."," Jak se rozvinula, poznala Barbora zachovalý huberťák."
"recognized","recognize","poznala","poznat","pf"," As it unfolded, Barbora recognized it as a well-preserved hunting coat."," Jak se rozvinula, poznala Barbora zachovalý huberťák."
