"dance","dance","tančí","tančit","impf"," One tries to dance, lurching unbalanced, with a white marble statue;"," Jeden člověk tančí se sochou z bílého mramoru."
"suffused","suffuse","Zaplavilo","zaplavit","pf"," It shook my soul, suffused my conscience."," Zaplavilo mi duši, otřáslo mi svědomím."
"shook","shake","otřáslo","otřást","pf"," It shook my soul, suffused my conscience."," Zaplavilo mi duši, otřáslo mi svědomím."
"watching","watch","dívám","dívat","impf"," I stand out beside the cart, watching over it as the truck races down the road in the direction of the mill."," Vyjdu za dvoukolák a dívám se přes něj, jak automobil uhání po silnici směrem k mlýnu."
"decide","decide","Rozhodnu","rozhodnout","pf"," I decide I will not be ashamed of the relief I feel now at the prospect of hers."," Rozhodnu se, že se nebudu hanbit za úlevu, kterou teď cítím při pomyšlení na velitelku."
"feel","feel","cítím","cítit","impf"," I decide I will not be ashamed of the relief I feel now at the prospect of hers."," Rozhodnu se, že se nebudu hanbit za úlevu, kterou teď cítím při pomyšlení na velitelku."
"find","find","najdou","najít","pf"," Let them find her;"," Jen ať ji najdou;"
"deserves","deserve","zaslouží","zasloužit","pf"," She deserves no less, I suppose."," Snad si to zaslouží."
"hear","hear","slyším","slyšet","impf"," I hear a sudden noise behind on the bed, and start to turn, startled, off-balance, staggering and putting my foot out towards the edge of the rug, thinking it must be centred over the hole."," Náhle slyším na posteli za sebou pohyb, leknu se, ohlédnu, ztrácím balanc a šlápnu na kraj koberečku, protože předpokládám, že je díra veprostřed pod ním."
"thinking","think","předpokládám","předpokládat","impf"," I hear a sudden noise behind on the bed, and start to turn, startled, off-balance, staggering and putting my foot out towards the edge of the rug, thinking it must be centred over the hole."," Náhle slyším na posteli za sebou pohyb, leknu se, ohlédnu, ztrácím balanc a šlápnu na kraj koberečku, protože předpokládám, že je díra veprostřed pod ním."
"sits","sit","sedí","sedět","impf"," The lieutenant sits with one leg drawn up on the sill of the door, her long gun ’ s stock resting on her lap beside her radio, barrel raised to the wind like a whip."," Velitelka sedí s jednou nohou na prahu dveří, pažbu dlouhé pušky má zapřenou v klíně vedle vysílačky, hlaveň zvednutou do větru jako bič."
"sits","sit","sedí","sedět","impf"," The soldier in front of me sits similarly, and checks and re-checks his gun, snapping magazines out then in, out then in."," Voják přede mnou sedí podobně a pořád dokola si kontroluje samopal, ustavičně zasouvá a zase uvolňuje zásobníky."
"asks","ask","ptá","ptát","impf"," ‘ Is there a gatehouse? ’ she asks me quietly."," "" Je u brány strážní budka? "" ptá se mě tiše."
"nod","nod","Přikývnu","přikývnout","pf"," I nod."," Přikývnu."
"avoiding","avoid","vyhnuli","vyhnout","pf"," ‘ Any other road or track avoiding the gatehouse? ’"," "" Dá se projet někudy jinudy, abychom se jí vyhnuli? """
"tell","tell","říkám","říkat","impf"," ‘ Not for the trucks, ’ I tell her."," "" Náklaďáky ne, "" říkám."
"think","think","myslím","myslet","impf"," ‘ I ’ d think so. ’"," "" Ten myslím ano. """
"stands","stand","postaví","postavit","pf"," She stands quickly, rocking the carriage, tips her cap at you then nods to me."," Bleskově se postaví, až kočár rozhoupá, cvrnkne si do čepice na tvoji počest a na mě kývne."
"nods","nod","kývne","kývnout","pf"," She stands quickly, rocking the carriage, tips her cap at you then nods to me."," Bleskově se postaví, až kočár rozhoupá, cvrnkne si do čepice na tvoji počest a na mě kývne."
"ride","ride","Jedeme","jet","impf"," We ride on up the steep and narrow path."," Jedeme dál po strmé úzké pěšině."
"think","think","Zdá","zdát","impf"," I think I detect the smell of death upon the air as it filters through these dank woods."," Zdá se mi, že se z vlhkého lesa do ovzduší line pach smrti."
"followed","follow","Následovalo","následovat","impf"," There followed a stint at some college then – with the coy hint of a disappointment in love – the decision to enlist, some time before the onset of the present hostilities."," Následovalo krátké působení na jakési fakultě a pak - s decentní narážkou na nešťastnou lásku - rozhodnutí narukovat, ještě v době před rozpoutáním současných nepokojů."
"takes","take","přinese","přinést","pf"," The good lieutenant takes her breakfast in our chambers;"," Naše milá podporučice si přinese snídani k nám do komnat."
"see","see","vidíme","vidět","impf"," I ought perhaps to make the most of what may be the last occasion we see each other;"," Třeba je to naposledy, co se vidíme, a měl bych proto z té příležitosti vytěžit co nejvíc;"
"made","make","působí","působit","impf"," He seems sweet, seductive even, made more so by his air of injured vulnerability."," Vypadá roztomile, ba svůdně, navíc působí raněným a bezbranným dojmem."
"think","think","Myslím","myslet","impf"," I think, in another time, we might both have taken to this one."," Myslím, že za jiných okolností by nás oba mohl zajímat."
"call","call","říkají","říkat","impf"," Karma I heard someone call him, or some funny name like that."," Mám dojem, že mu říkají Karma, nebo tak nějak bláznivě."
"saw","see","viděl","vidět","impf"," I saw him last night, lying there in the doorway with just a blanket over him."," Včera v noci jsem viděl, jak leží ve dveřích jenom tak pod dekou."
"lying","lie","leží","ležet","impf"," I saw him last night, lying there in the doorway with just a blanket over him."," Včera v noci jsem viděl, jak leží ve dveřích jenom tak pod dekou."
"does","do","dělá","dělat","impf"," Apparently he always does that wherever she is;"," Nejspíš to tak dělá všude, kde jsou;"
"say","say","říkám","říkat","impf"," ‘ Commendable, ’ I say, finishing the milk."," "" Chvályhodné, "" říkám a dopíjím mléko."
"tell","tell","říká","říkat","impf"," ‘ And they ’ ll tell you you can ’ t find the staff these days, eh? ’"," "" A to se říká, že dnes nejsou lidi, co? """
"raises","raise","zvedá","zvedat","impf"," she holds one hand up to me as she raises the instrument to her ear."," umlčí mě rukou a zvedá si přístroj k uchu."
"leading","lead","vedou","vést","impf"," Wires trail from the base of the radio, leading under the driver ’ s seat in front."," Z vysílačky dole čouhají drátky a vedou dopředu pod sedadlo řidiče."
"watches","watch","sleduje","sledovat","impf"," The lieutenant watches them, smiling."," Podporučice muže s úsměvem sleduje."
"turns","turn","otáčí","otáčet","impf"," The lieutenant turns forward again, looking on up the path where the three soldiers disappeared."," Velitelka se otáčí a dívá se směrem, kterým zmizeli tři vojáci."
"looking","look","dívá","dívat","impf"," The lieutenant turns forward again, looking on up the path where the three soldiers disappeared."," Velitelka se otáčí a dívá se směrem, kterým zmizeli tři vojáci."
"disappeared","disappear","zmizeli","zmizet","pf"," The lieutenant turns forward again, looking on up the path where the three soldiers disappeared."," Velitelka se otáčí a dívá se směrem, kterým zmizeli tři vojáci."
"slide","slide","sklouznu","sklouznout","pf"," I slide quietly off my horse and pace quietly through the undergrowth downhill, aware of the lieutenant watching me."," Tiše sklouznu z koně, neslyšně našlapuji křovím z kopce a jsem si vědom toho, že mě podporučice sleduje."
"watching","watch","sleduje","sledovat","impf"," I slide quietly off my horse and pace quietly through the undergrowth downhill, aware of the lieutenant watching me."," Tiše sklouznu z koně, neslyšně našlapuji křovím z kopce a jsem si vědom toho, že mě podporučice sleduje."
"look","look","pohlédnu","pohlédnout","pf"," I stand, apparently ready, then look to my side, as though only now noticing her watching me."," Stojím, naoko připraven, pak se pohlédnu stranou, jako bych si právě teď všiml, že se na mě dívá."
"watching","watch","pohlédnu","pohlédnout","pf"," I stand, apparently ready, then look to my side, as though only now noticing her watching me."," Stojím, naoko připraven, pak se pohlédnu stranou, jako bych si právě teď všiml, že se na mě dívá."
"look","look","dívá","dívat","impf"," I stand, apparently ready, then look to my side, as though only now noticing her watching me."," Stojím, naoko připraven, pak se pohlédnu stranou, jako bych si právě teď všiml, že se na mě dívá."
"watching","watch","dívá","dívat","impf"," I stand, apparently ready, then look to my side, as though only now noticing her watching me."," Stojím, naoko připraven, pak se pohlédnu stranou, jako bych si právě teď všiml, že se na mě dívá."
"directed","direct","míří","mířit","impf"," A soft egg-yolk, surgically isolated from its surrounding white and the bed of toast it lay upon by previous incisions, is lifted – intact, yellowly wobbling – on the lieutenant ’ s fork and directed towards her mouth."," Tekutý rosolovitý žloutek, několika řezy odpreparovaný od lůžka bílku a podloží toustu, se neporušený nese na vidličce a míří k jejím ústům."
"swallows","swallow","Polkne","polknout","pf"," She swallows."," Polkne."
"run","run","Běžím","běžet","impf"," I run and jump and stagger, crashing through branches, hedges and clumps of dormant grass, plunging amongst all the brittle store of winter ’ s promise until I see the castle."," Běžím, skáču a vrávorám, prodírám se větvemi, křovisky a trsy zvadlé trávy a brouzdám se prokřehlým příslibem zimy, až konečně spatřím zámek."
"jump","jump","skáču","skákat","impf"," I run and jump and stagger, crashing through branches, hedges and clumps of dormant grass, plunging amongst all the brittle store of winter ’ s promise until I see the castle."," Běžím, skáču a vrávorám, prodírám se větvemi, křovisky a trsy zvadlé trávy a brouzdám se prokřehlým příslibem zimy, až konečně spatřím zámek."
