"allowed","allow","nesměla","smět","impf"," I did not know what to do that first Sunday I was not allowed to go home."," První neděli, kdy jsem nesměla jít domů, jsem nevěděla, co dělat."
"let","let","nedovolila","dovolit","pf"," Her hands were too fine to work in water, however - she could watch me but I would not let her wet her hands."," Ruce však měla na práci ve vodě příliš jemné - mohla se na mě dívat, ale smočit ruce jsem jí nedovolila."
"stopped","stop","ukončila","ukončit","pf"," I always stopped the game, too inclined to see things as they were to be able to think up things that were not."," Já jsem vždycky hru ukončila, protože jsem měla příliš velký sklon vidět věci tak, jak jsou, než abych si dokázala vymýšlet něco, co neexistuje."
"think","think","měla","mít","impf"," I always stopped the game, too inclined to see things as they were to be able to think up things that were not."," Já jsem vždycky hru ukončila, protože jsem měla příliš velký sklon vidět věci tak, jak jsou, než abych si dokázala vymýšlet něco, co neexistuje."
"see","see","vidět","vidět","impf"," I always stopped the game, too inclined to see things as they were to be able to think up things that were not."," Já jsem vždycky hru ukončila, protože jsem měla příliš velký sklon vidět věci tak, jak jsou, než abych si dokázala vymýšlet něco, co neexistuje."
"moving","move","plulo","plout","impf"," There were a few boats on the canal, moving towards Market Square."," Po kanálu plulo pár lodí směrem k Tržnímu náměstí."
"see","see","nevidíte","vidět","impf"," It was not market day, however, when the canal was so full you could n't see the water."," Nebyl však den trhu, kdy se kanál zaplní tak, že nevidíte vodu."
"carrying","carry","vezla","vézt","impf"," One boat was carrying river fish for the stalls at Jeronymous Bridge."," Jedna loď vezla říční ryby do stánků na Jeronýmově mostě."
"did","do","učinila","učinit","pf"," Catharina did not gesture to a chair, as she would have to another lady."," Catharina mi nepokynula k židli, jako by to učinila s dámou."
"let","let","Nechala","nechat","pf"," She let me stand."," Nechala mě stát."
"sat","sit","seděla","sedět","impf"," There was an awkward silence as she sat and I stood, waiting for her to begin."," Následovalo trapné ticho, zatímco ona seděla, já stála a čekala jsem, až začne."
"waiting","wait","čekala","čekat","impf"," There was an awkward silence as she sat and I stood, waiting for her to begin."," Následovalo trapné ticho, zatímco ona seděla, já stála a čekala jsem, až začne."
"begin","begin","začne","začít","pf"," There was an awkward silence as she sat and I stood, waiting for her to begin."," Následovalo trapné ticho, zatímco ona seděla, já stála a čekala jsem, až začne."
"try","try","Nepokusila","pokusit","pf"," I did not try to help her."," Nepokusila jsem se jí pomoci."
"help","help","pomoci","pomoci","pf"," I did not try to help her."," Nepokusila jsem se jí pomoci."
"stop","stop","nepřestal","přestat","pf"," ' I would never stop working on a painting if I knew it was not complete, no matter who was to get it, ' he muttered."," "" Nikdy bych nepřestal na nějakém obrazu pracovat, kdybych věděl, že není dokončený, ať by ho měl dostat kdokoli, "" zavrčel."
"working","work","pracovat","pracovat","impf"," ' I would never stop working on a painting if I knew it was not complete, no matter who was to get it, ' he muttered."," "" Nikdy bych nepřestal na nějakém obrazu pracovat, kdybych věděl, že není dokončený, ať by ho měl dostat kdokoli, "" zavrčel."
"get","get","dostat","dostat","pf"," ' I would never stop working on a painting if I knew it was not complete, no matter who was to get it, ' he muttered."," "" Nikdy bych nepřestal na nějakém obrazu pracovat, kdybych věděl, že není dokončený, ať by ho měl dostat kdokoli, "" zavrčel."
"work","work","nepracuji","pracovat","impf"," ' That is not how I work. '"," "" Takhle já nepracuji. """
"swallowed","swallow","Polkla","polknout","pf"," I swallowed and gazed at the tiled floor."," Polkla jsem a zahleděla se na dlaždicovou podlahu."
"thought","think","pomyslela","pomyslet","pf"," Stupid girl, I thought, my jaw tightening."," Hloupá holka, pomyslela jsem si a čelist mi ztuhla."
"Go","go","Jdi","jít","impf"," ' Go and prepare yourself. '"," "" Jdi se připravit. """
"prepare","prepare","připravit","připravit","pf"," ' Go and prepare yourself. '"," "" Jdi se připravit. """
"hurried","hurry","spěchala","spěchat","impf"," Bowing my head, I hurried to the storeroom where I kept the blue and yellow cloths."," Sklopila jsem hlavu a spěchala jsem do komory, kam jsem ukládala modrou a žlutou látku."
"felt","feel","nepocítila","pocítit","pf"," I had never felt his disapproval so strongly."," Ještě nikdy jsem jeho nesouhlas nepocítila tak silně."
"mingle","mingle","mísily","mísit","impf"," The leaves on the trees had turned yellow and fallen to mingle with the dung and urine I could smell long before I reached the market."," Listy stromů už zežloutly a opadaly, takže se mísily s hnojem a močí, jež jsem ucítila dávno předtím, než jsem na trh došla."
"smell","smell","ucítila","ucítit","pf"," The leaves on the trees had turned yellow and fallen to mingle with the dung and urine I could smell long before I reached the market."," Listy stromů už zežloutly a opadaly, takže se mísily s hnojem a močí, jež jsem ucítila dávno předtím, než jsem na trh došla."
"reached","reach","došla","dojít","pf"," The leaves on the trees had turned yellow and fallen to mingle with the dung and urine I could smell long before I reached the market."," Listy stromů už zežloutly a opadaly, takže se mísily s hnojem a močí, jež jsem ucítila dávno předtím, než jsem na trh došla."
"sitting","sit","seděl","sedět","impf"," Pieter the son was sitting with another man outside one of the taverns on the square, a tankard of beer in front of him."," Pieter mladší seděl spolu s dalším mužem před jedním z hostinců na náměstí a před sebou měl korbel piva."
"see","see","neviděl","vidět","impf"," Deep in conversation, he did not see me as I stood silently near his table."," Byl zabraný do hovoru a neviděl, že jsem se tiše postavila poblíž jeho stolu."
"stood","stand","postavila","postavit","pf"," Deep in conversation, he did not see me as I stood silently near his table."," Byl zabraný do hovoru a neviděl, že jsem se tiše postavila poblíž jeho stolu."
"repeated","repeat","Opakovala","opakovat","impf"," I repeated my request for mutton, keeping my eyes on his father."," Opakovala jsem svou žádost o skopové a nespouštěla jsem přitom oči z otce."
"wanted","want","Chtěl","chtít","impf"," He had wanted a painting of the maid in the red dress, and had got that."," Chtěl obraz služky v červených šatech a dostal ho."
"got","get","dostal","dostat","pf"," He had wanted a painting of the maid in the red dress, and had got that."," Chtěl obraz služky v červených šatech a dostal ho."
"wanted","want","chce","chtít","impf"," If he wanted me, why should he not get me?"," Jestli chce mě, proč by mě neměl dostat?"
"get","get","dostat","dostat","pf"," If he wanted me, why should he not get me?"," Jestli chce mě, proč by mě neměl dostat?"
"seen","see","přišli","přijít","pf"," One day three men I had not seen before came with a harpsichord tied securely in a cart."," Jednoho dne přišli tři muži, které jsem dosud neviděla, s cembalem pevně přivázaným na vozíku."
"came","come","přišli","přijít","pf"," One day three men I had not seen before came with a harpsichord tied securely in a cart."," Jednoho dne přišli tři muži, které jsem dosud neviděla, s cembalem pevně přivázaným na vozíku."
"seen","see","neviděla","vidět","impf"," One day three men I had not seen before came with a harpsichord tied securely in a cart."," Jednoho dne přišli tři muži, které jsem dosud neviděla, s cembalem pevně přivázaným na vozíku."
"gathered","gather","shromáždil","shromáždit","pf"," The whole house gathered to watch the men struggle with the harpsichord on the steep stairs."," Celý dům se shromáždil a sledoval, jak muži zápolí s cembalem na strmých schodech."
"watch","watch","sledoval","sledovat","impf"," The whole house gathered to watch the men struggle with the harpsichord on the steep stairs."," Celý dům se shromáždil a sledoval, jak muži zápolí s cembalem na strmých schodech."
"hid","hide","schovala","schovat","pf"," I hid behind a pillar for the service, which I could hardly listen to, I was so nervous that someone would come along and ask me what I was doing there."," V průběhu mše jsem se schovala za pilíř, sotva jsem však dokázala naslouchat, jak jsem byla nervózní, že za mnou někdo přijde a zeptá se mě, co tam dělám."
"listen","listen","naslouchat","naslouchat","impf"," I hid behind a pillar for the service, which I could hardly listen to, I was so nervous that someone would come along and ask me what I was doing there."," V průběhu mše jsem se schovala za pilíř, sotva jsem však dokázala naslouchat, jak jsem byla nervózní, že za mnou někdo přijde a zeptá se mě, co tam dělám."
"come","come","přijde","přijít","pf"," I hid behind a pillar for the service, which I could hardly listen to, I was so nervous that someone would come along and ask me what I was doing there."," V průběhu mše jsem se schovala za pilíř, sotva jsem však dokázala naslouchat, jak jsem byla nervózní, že za mnou někdo přijde a zeptá se mě, co tam dělám."
"ask","ask","zeptá","zeptat","pf"," I hid behind a pillar for the service, which I could hardly listen to, I was so nervous that someone would come along and ask me what I was doing there."," V průběhu mše jsem se schovala za pilíř, sotva jsem však dokázala naslouchat, jak jsem byla nervózní, že za mnou někdo přijde a zeptá se mě, co tam dělám."
"doing","do","dělám","dělat","impf"," I hid behind a pillar for the service, which I could hardly listen to, I was so nervous that someone would come along and ask me what I was doing there."," V průběhu mše jsem se schovala za pilíř, sotva jsem však dokázala naslouchat, jak jsem byla nervózní, že za mnou někdo přijde a zeptá se mě, co tam dělám."
"last","last","trvají","trvat","impf"," Catholic services must last longer than ours, I thought."," Katolické bohoslužby zřejmě trvají déle než naše, pomyslela jsem si."
"thought","think","pomyslela","pomyslet","pf"," Catholic services must last longer than ours, I thought."," Katolické bohoslužby zřejmě trvají déle než naše, pomyslela jsem si."
