"looked","look","pohlédli","pohlédnout","pf"," The two men looked at each other with a scare."," Oba na sebe vystrašeně pohlédli."
"go","go","jdi","jít","impf"," And in the meantime, if you can sit and talk with me of other things, for God ’ s sake, stay and do so; but if you cannot keep clear of this accursed topic, then, in God ’ s name, go, for I cannot bear it. ”"," A zatím jestli se mnou můžeš posedět a pohovořit o jiných věcech, proboha tu zůstaň a povídej, ale jestli to nemůžeš vydržet a musíš mluvit o té proklaté věci, tak si s pánembohem jdi, protože to nesnesu. """
"bear","bear","nesnesu","snést","pf"," And in the meantime, if you can sit and talk with me of other things, for God ’ s sake, stay and do so; but if you cannot keep clear of this accursed topic, then, in God ’ s name, go, for I cannot bear it. ”"," A zatím jestli se mnou můžeš posedět a pohovořit o jiných věcech, proboha tu zůstaň a povídej, ale jestli to nemůžeš vydržet a musíš mluvit o té proklaté věci, tak si s pánembohem jdi, protože to nesnesu. """
"presented","present","předložili","předložit","pf"," Mr Utterson had already quailed at the name of Hyde; but when the stick was laid before him, he could doubt no longer : broken and battered as it was, he recognized it for one that he had himself presented many years before to Henry Jekyll."," Pan Utterson se zhrozil, hned jak uslyšel jméno Hyde, ale když mu předložili ten klacek, nemohl být na pochybách - ač byl celý otřískaný a rozštípaný, ihned v něm poznal kus hole, kterou před mnoha lety sám věnoval Henrymu Jekyllovi."
"recognized","recognize","poznal","poznat","pf"," Mr Utterson had already quailed at the name of Hyde; but when the stick was laid before him, he could doubt no longer : broken and battered as it was, he recognized it for one that he had himself presented many years before to Henry Jekyll."," Pan Utterson se zhrozil, hned jak uslyšel jméno Hyde, ale když mu předložili ten klacek, nemohl být na pochybách - ač byl celý otřískaný a rozštípaný, ihned v něm poznal kus hole, kterou před mnoha lety sám věnoval Henrymu Jekyllovi."
"presented","present","věnoval","věnovat","impf"," Mr Utterson had already quailed at the name of Hyde; but when the stick was laid before him, he could doubt no longer : broken and battered as it was, he recognized it for one that he had himself presented many years before to Henry Jekyll."," Pan Utterson se zhrozil, hned jak uslyšel jméno Hyde, ale když mu předložili ten klacek, nemohl být na pochybách - ač byl celý otřískaný a rozštípaný, ihned v něm poznal kus hole, kterou před mnoha lety sám věnoval Henrymu Jekyllovi."
"calls","call","říká","říkat","impf"," “ Particularly small and particularly wicked-looking, is what the maid calls him, ” said the other."," "" Je nápadně malý a vypadá nápadně zlomyslně, jak říká ta služebná, "" odpověděl policejní úředník."
"said","say","říká","říkat","impf"," “ Particularly small and particularly wicked-looking, is what the maid calls him, ” said the other."," "" Je nápadně malý a vypadá nápadně zlomyslně, jak říká ta služebná, "" odpověděl policejní úředník."
"said","say","odpověděl","odpovědět","pf"," “ Particularly small and particularly wicked-looking, is what the maid calls him, ” said the other."," "" Je nápadně malý a vypadá nápadně zlomyslně, jak říká ta služebná, "" odpověděl policejní úředník."
"brandishing","brandish","mával","mávat","impf"," And then all of a sudden he broke out in a great flame of anger, stamping with his foot, brandishing the cane, and carrying on ( as the maid described it ) like a madman."," Pak se najednou rozohnil a rozzuřil, dupal, mával holí a vyváděl jako šílenec ( jak služebná prohlásila )."
"sitting","sit","seděl","sedět","impf"," Mr Utterson was sitting by his fireside one evening after dinner, when he was surprised to receive a visit from Poole."," Jednou seděl pan Utterson po večeři u krbu, a tu ho znenadání přišel navštívit Poole."
"said","say","odpověděl","odpovědět","pf"," “ Mr Utterson, ” said the man, “ there is something wrong. ”"," "" Pane Uttersone, u nás není něco v pořádku, "" odpověděl sluha."
"said","say","řekl","říci","pf"," “ Take a seat, and here is a glass of wine for you, ” said the lawyer."," "" Posaďte se, a tady máte sklenku vína, "" řekl advokát."
"entered","enter","vešli","vejít","pf"," The hall, when they entered it, was brightly lighted up; the fire was built high; and about the hearth the whole of the servants, men and women, stood huddled together like a flock of sheep."," Když vešli, byla hala jasně osvětlená, v krbu plápolal oheň a kolem se jako stádo ovcí shluklo veškeré služebnictvo, muži i ženy."
"running","run","běží","běžet","impf"," He would be aware of the great field of lamps of a nocturnal city; then of the figure of a man walking swiftly; then of a child running from the doctor ’ s; and then these met, and that human Juggernaut trod the child down and passed on regardless of her screams."," Měl před sebou až k obzoru spoustu svítilen v městě, pohrouženém v noční tmu, potom postavu pospíchajícího muže, pak děvčátka, jak běží od lékaře, potom se ti dva srazili a lidský Džagannáth bezohledně na děvčátko šlápl a šel dál, nedbaje na jeho křik."
"trod","tread","šlápl","šlápnout","pf"," He would be aware of the great field of lamps of a nocturnal city; then of the figure of a man walking swiftly; then of a child running from the doctor ’ s; and then these met, and that human Juggernaut trod the child down and passed on regardless of her screams."," Měl před sebou až k obzoru spoustu svítilen v městě, pohrouženém v noční tmu, potom postavu pospíchajícího muže, pak děvčátka, jak běží od lékaře, potom se ti dva srazili a lidský Džagannáth bezohledně na děvčátko šlápl a šel dál, nedbaje na jeho křik."
"walking","walk","šel","jít","impf"," He would be aware of the great field of lamps of a nocturnal city; then of the figure of a man walking swiftly; then of a child running from the doctor ’ s; and then these met, and that human Juggernaut trod the child down and passed on regardless of her screams."," Měl před sebou až k obzoru spoustu svítilen v městě, pohrouženém v noční tmu, potom postavu pospíchajícího muže, pak děvčátka, jak běží od lékaře, potom se ti dva srazili a lidský Džagannáth bezohledně na děvčátko šlápl a šel dál, nedbaje na jeho křik."
"trod","tread","šel","jít","impf"," He would be aware of the great field of lamps of a nocturnal city; then of the figure of a man walking swiftly; then of a child running from the doctor ’ s; and then these met, and that human Juggernaut trod the child down and passed on regardless of her screams."," Měl před sebou až k obzoru spoustu svítilen v městě, pohrouženém v noční tmu, potom postavu pospíchajícího muže, pak děvčátka, jak běží od lékaře, potom se ti dva srazili a lidský Džagannáth bezohledně na děvčátko šlápl a šel dál, nedbaje na jeho křik."
"said","say","řekl","říci","pf"," The pleasures which I made haste to seek in my disguise were, as I have said, undignified; I would scarce use a harder term."," Zábavy, v nichž jsem se ve svém přestrojení utápěl, byly nedůstojné, jak jsem už řekl - nechce se mi pojmenovat je drsnějším názvem."
"began","begin","začaly","začít","pf"," But in the hands of Edward Hyde they soon began to turn towards the monstrous."," Ale poněvadž se jim oddával Edward Hyde, brzy začaly nabývat nestvůrné podoby."
"managed","manage","podařilo","podařit","pf"," Enough, then, that I not only recognized my natural body for the mere aura and effulgence of certain of the powers that made up my spirit, but managed to compound a drug by which these powers should be dethroned from their supremacy, and a second form and countenance substituted, none the less natural to me because they were the expression, and bore the stamp, of lower elements in my soul."," Nechť tedy postačí, že se mi podařilo nejen rozeznat mé tělo, dané přírodou, od pouhé aury, kterou vyzařují jisté síly, z nichž se skládá můj duch, ale i vyrobit chemickou sloučeninu, jejímž působením ty síly ztrácejí svou svrchovanou moc a mohou se nahradit jinou tělesnou podobou, pro mne neméně přirozenou, protože se v ní zračí nižší prvky mé duše, jimiž byla výstižně poznamenána."
"recognized","recognize","rozeznat","rozeznat","pf"," Enough, then, that I not only recognized my natural body for the mere aura and effulgence of certain of the powers that made up my spirit, but managed to compound a drug by which these powers should be dethroned from their supremacy, and a second form and countenance substituted, none the less natural to me because they were the expression, and bore the stamp, of lower elements in my soul."," Nechť tedy postačí, že se mi podařilo nejen rozeznat mé tělo, dané přírodou, od pouhé aury, kterou vyzařují jisté síly, z nichž se skládá můj duch, ale i vyrobit chemickou sloučeninu, jejímž působením ty síly ztrácejí svou svrchovanou moc a mohou se nahradit jinou tělesnou podobou, pro mne neméně přirozenou, protože se v ní zračí nižší prvky mé duše, jimiž byla výstižně poznamenána."
"made","make","vyrobit","vyrobit","pf"," Enough, then, that I not only recognized my natural body for the mere aura and effulgence of certain of the powers that made up my spirit, but managed to compound a drug by which these powers should be dethroned from their supremacy, and a second form and countenance substituted, none the less natural to me because they were the expression, and bore the stamp, of lower elements in my soul."," Nechť tedy postačí, že se mi podařilo nejen rozeznat mé tělo, dané přírodou, od pouhé aury, kterou vyzařují jisté síly, z nichž se skládá můj duch, ale i vyrobit chemickou sloučeninu, jejímž působením ty síly ztrácejí svou svrchovanou moc a mohou se nahradit jinou tělesnou podobou, pro mne neméně přirozenou, protože se v ní zračí nižší prvky mé duše, jimiž byla výstižně poznamenána."
"substituted","substitute","nahradit","nahradit","pf"," Enough, then, that I not only recognized my natural body for the mere aura and effulgence of certain of the powers that made up my spirit, but managed to compound a drug by which these powers should be dethroned from their supremacy, and a second form and countenance substituted, none the less natural to me because they were the expression, and bore the stamp, of lower elements in my soul."," Nechť tedy postačí, že se mi podařilo nejen rozeznat mé tělo, dané přírodou, od pouhé aury, kterou vyzařují jisté síly, z nichž se skládá můj duch, ale i vyrobit chemickou sloučeninu, jejímž působením ty síly ztrácejí svou svrchovanou moc a mohou se nahradit jinou tělesnou podobou, pro mne neméně přirozenou, protože se v ní zračí nižší prvky mé duše, jimiž byla výstižně poznamenána."
