"trying","try","pokusila","pokusit","pf"," By that time, all three were trying to catch it and help me out by lightening the load."," Na tomto místě se medvíďata pokusila ocas chytit a odlehčit mi tak od nákladu."
"seen","see","neviděl","vidět","impf"," Nobody had seen the sow leave, but there were skidder tracks that nearly straddled the den, which was an earthen depression underneath a couple of dead spruce poles in a small dense stand of young spruce."," Samici nikdo neviděl odcházet, ale vedou tudy dřevařské trasy, které téměř procházejí brlohem, prohlubeninou pod několika odumřelými stromky v nevelkém hustém porostu mladých douglasek."
"found","find","našel","najít","pf"," The cubs were cuddled together on the spruce poles when they were found;"," Když John medvíďata našel, tulila se k sobě v jamkách pod odumřelými douglaskami;"
"covered","cover","pokryto","pokrýt","pf"," undisturbed snow covered the bottom of the depression, indicating the cubs had been abandoned before the last snowfall on March 12."," dno prohlubně bylo pokryto neporušenou sněhovou vrstvou, což znamenalo že matka opustila medvíďata ještě před tím, než naposledy sněžilo, a to bylo dvanáctého března."
"abandoned","abandon","opustila","opustit","pf"," undisturbed snow covered the bottom of the depression, indicating the cubs had been abandoned before the last snowfall on March 12."," dno prohlubně bylo pokryto neporušenou sněhovou vrstvou, což znamenalo že matka opustila medvíďata ještě před tím, než naposledy sněžilo, a to bylo dvanáctého března."
"weighed","weigh","Vážil","vážit","impf"," By now, he weighed almost sixty pounds and stood nearly four feet tall."," Vážil už téměř sedmadvacet kilogramů a vyrostl do výšky bezmála jednoho metru a dvaceti centimetrů."
"took","take","vzali","vzít","pf"," By November 7, the snow had melted, and Alcott and I took the cubs into the ledges for a walk."," Sedmého listopadu už nebylo po sněhu ani památky a já s Alcottem jsme vzali medvíďata na vycházku tersami."
"find","find","neobjevil","objevit","pf"," In the scientific literature that I have been able to find, there are no references to actual cooperation among bears in finding food."," V dostupné literatuře jse žádnou zmínku týkající se spolupráce mezi medvědy při vyhledávání potravy neobjevil."
"finding","find","neobjevil","objevit","pf"," In the scientific literature that I have been able to find, there are no references to actual cooperation among bears in finding food."," V dostupné literatuře jse žádnou zmínku týkající se spolupráce mezi medvědy při vyhledávání potravy neobjevil."
"seem","seem","zdá","zdát","impf"," Yet they seem to do it all the time, wherever they are found, from polar bears on carcasses to black bears on beechnuts."," Přesto se zdá, že se jim to stále daří, ať už jde o lední medvědy hodující na mršinách nebo baribaly krmící se bukvicemi."
"do","do","jde","jít","impf"," Yet they seem to do it all the time, wherever they are found, from polar bears on carcasses to black bears on beechnuts."," Přesto se zdá, že se jim to stále daří, ať už jde o lední medvědy hodující na mršinách nebo baribaly krmící se bukvicemi."
"Remember","remember","Vzpomeňte","vzpomenout","pf"," ( Remember, this is the vocalization that has negative meaning based on context and intensity."," Když se k ní při sbližovacích pokusech dostal příliš blízko, odehnala ho jemným ´Hu, hu, hu, hu´ ( Vzpomeňte, to je zvuk, který má negativní význam podle souvislostí a intenzity."
"saying","say","říkala","říkat","impf"," In that context she was saying,"," V této souvislosti Drobná říkala :"
"standing","stand","postavil","postavit","pf"," LB also sniffed loudly and reacted to the scent by standing with his back to the tree and his head pushed back, rubbing and trying to get as much contact with the tree as possible."," MH také hlasitě začenichal a vzápětí reagoval na pach tak, že se postavil zády ke stromu, zaklonil hlavu a třel se o kůru v očividné snaze dostat se do co možná nejtěsnějšího kontaktu se stromem."
"rubbing","rub","třel","třít","impf"," LB also sniffed loudly and reacted to the scent by standing with his back to the tree and his head pushed back, rubbing and trying to get as much contact with the tree as possible."," MH také hlasitě začenichal a vzápětí reagoval na pach tak, že se postavil zády ke stromu, zaklonil hlavu a třel se o kůru v očividné snaze dostat se do co možná nejtěsnějšího kontaktu se stromem."
"get","get","dostat","dostat","pf"," LB also sniffed loudly and reacted to the scent by standing with his back to the tree and his head pushed back, rubbing and trying to get as much contact with the tree as possible."," MH také hlasitě začenichal a vzápětí reagoval na pach tak, že se postavil zády ke stromu, zaklonil hlavu a třel se o kůru v očividné snaze dostat se do co možná nejtěsnějšího kontaktu se stromem."
"finished","finish","skončil","skončit","pf"," When he was finished, he sat quietly down with his back to the tree and, for lack of a better way to describe it, started musing, something he also did at other trees of importance like the large pines by the cage and his favorite oak trees nearby."," Když skončil, tiše se posadil, opřel se o strom a - lépe jeho počínání vyjádřit neumím - dal se do přemítání, což činil u všech ostatních důležitých stromů, jakými byly urostlé borovice hned u klece a jeho oblíbené duby rostoucí nedaleko."
"sat","sit","posadil","posadit","pf"," When he was finished, he sat quietly down with his back to the tree and, for lack of a better way to describe it, started musing, something he also did at other trees of importance like the large pines by the cage and his favorite oak trees nearby."," Když skončil, tiše se posadil, opřel se o strom a - lépe jeho počínání vyjádřit neumím - dal se do přemítání, což činil u všech ostatních důležitých stromů, jakými byly urostlé borovice hned u klece a jeho oblíbené duby rostoucí nedaleko."
"did","do","činil","činit","impf"," When he was finished, he sat quietly down with his back to the tree and, for lack of a better way to describe it, started musing, something he also did at other trees of importance like the large pines by the cage and his favorite oak trees nearby."," Když skončil, tiše se posadil, opřel se o strom a - lépe jeho počínání vyjádřit neumím - dal se do přemítání, což činil u všech ostatních důležitých stromů, jakými byly urostlé borovice hned u klece a jeho oblíbené duby rostoucí nedaleko."
"sleep","sleep","usnula","usnout","pf"," While LG was still suckling on my neck, Alcott gave her an intramuscular injection to put her out, and she went to sleep in my arms."," Zatímco mi MD sála krk, Alcott jí píchl nitrosvalovou injekci a malá medvědice mi usnula na rukou."
"sensed","sense","vycítil","vycítit","pf"," Had he sensed the gravity of the situation from sniffing and biting at her wound?"," Že by očicháváním a okusování sestřina zranění vycítil vážnost situace?"
"tell","tell","Poznal","poznat","pf"," Could he tell how sick she was from the night they had just spent together in the cage?"," Poznal snad po jedné noci strávené společně v kleci, jak moc je MD nemocná?"
"feeling","feel","cítil","cítit","impf"," It seemed to me that he truly was feeling her pain."," Měl jsem dojem, jako by doopravdy cítil sestřinu bolest."
"fought","fight","bojoval","bojovat","impf"," Not only had LB fought with this much bigger bear and lost, but LG had then run off with him."," MH nejenže bojoval s mnohem větším samcem a prohrál, ale MD navíc se sokem utekla."
"lost","lose","prohrál","prohrát","pf"," Not only had LB fought with this much bigger bear and lost, but LG had then run off with him."," MH nejenže bojoval s mnohem větším samcem a prohrál, ale MD navíc se sokem utekla."
"run","run","utekla","utéci","pf"," Not only had LB fought with this much bigger bear and lost, but LG had then run off with him."," MH nejenže bojoval s mnohem větším samcem a prohrál, ale MD navíc se sokem utekla."
"taking","take","nesl","nést","impf"," LB was taking the whole ordeal pretty hard, sitting out in the open, moping around, and staying in the cage all night and into the next day;"," MH své utrpění a zlý zážitek těžce nesl, seděl na otevřeném prostranství, nečinně hleděl do prázdna a celou noc až do rána ani nevyšel z klece;"
"sitting","sit","seděl","sedět","impf"," LB was taking the whole ordeal pretty hard, sitting out in the open, moping around, and staying in the cage all night and into the next day;"," MH své utrpění a zlý zážitek těžce nesl, seděl na otevřeném prostranství, nečinně hleděl do prázdna a celou noc až do rána ani nevyšel z klece;"
"doing","do","Udělala","udělat","pf"," This was just what LB had been doing, and now it was her turn."," Udělala jen to, co MH mnohokrát předtím, ale teď zkrátka přišla řada na ni."
"watch","watch","dívejte","dívat","impf"," "" Just watch, "" I said."," "" Jen se dívejte, "" pravil jsem klidně."
"said","say","pravil","pravit","pf"," "" Just watch, "" I said."," "" Jen se dívejte, "" pravil jsem klidně."
"developed","develop","vyvinuli","vyvinout","pf"," The fact that both the black bears and the earliest human inhabitants of these woods had developed separate but functional ways to avoid getting burned by one of its most common plants may not have been a scientifically valid illustration of parallel evolution at work, but for the moment it had plenty of authority with me."," Skutečnost, že jak baribalové, tak původní obyvatelé těchto lesů vyvinuli odlišné, avšak funkční způsoby, jak se vyhnout popálení od jedné z nejběžnějších rostlin, možná nebyly právě vědecky hodnotnou ilustrací paralelní evoluce v praxi, avšak v té chvíli jsem je pokládal za neobyčejně významné."
