"talking","talk","mluví","mluvit","impf"," The crowd hadn ’ t the faintest idea what he was talking about, but they loved it nevertheless."," Schůzovníci netušili, o čem mluví, ale stejně se jim to líbilo."
"grasped","grasp","popadl","popadnout","pf"," Zaphod grasped him firmly by the arm and manoeuvred him into a cubicle standing to one side of the entrance hall."," Zafod ho popadl pod paží a dostrkal ho do krychlové kabinky po jedné straně vchodu."
"doing","do","děláš","dělat","impf"," “ What are you doing to him? ” asked Arthur."," "" Co mu to děláš? "" zneklidněl Arthur."
"said","say","odpověděl","odpovědět","pf"," “ Sobering him up, ” said Zaphod and pushed a coin into a slot."," "" Střízlivím ho, "" odpověděl Zafod a vhodil do otvoru minci."
"sharing","share","sdílel","sdílet","impf"," Zaphod looked up at him from where he was sitting in a corner sharing unspoken thoughts with Marvin."," Zafod k němu vzhlédl z kouta, kde sdílel Marvinovy nevyslovené myšlenky. """
"landing","land","přistaneme","přistát","pf"," “ The building will shortly be landing."," "" Zakrátko přistaneme."
"leave","leave","odcházet","odcházet","impf"," When you leave the building, do not go out of the door, ” said Roosta, “ go out of the window. ”"," Až budeš odcházet, jdi oknem, ne dveřmi."
"go","go","odcházet","odcházet","impf"," When you leave the building, do not go out of the door, ” said Roosta, “ go out of the window. ”"," Až budeš odcházet, jdi oknem, ne dveřmi."
"go","go","odcházet","odcházet","impf"," When you leave the building, do not go out of the door, ” said Roosta, “ go out of the window. ”"," Až budeš odcházet, jdi oknem, ne dveřmi."
"do","do","jdi","jít","impf"," When you leave the building, do not go out of the door, ” said Roosta, “ go out of the window. ”"," Až budeš odcházet, jdi oknem, ne dveřmi."
"go","go","jdi","jít","impf"," When you leave the building, do not go out of the door, ” said Roosta, “ go out of the window. ”"," Až budeš odcházet, jdi oknem, ne dveřmi."
"go","go","jdi","jít","impf"," When you leave the building, do not go out of the door, ” said Roosta, “ go out of the window. ”"," Až budeš odcházet, jdi oknem, ne dveřmi."
"wonder","wonder","divím","divit","impf"," “ Shee, you guys are so unhip it ’ s a wonder your bums don ’ t fall off. ”"," "" Teda vy jste tady tak nepružný, že se divím, že vám nerupnou i kšandy. """
"think","think","měli","mít","impf"," Arthur and Trillian had the fixed expressions of rabbits on a night road who think that the best way of dealing with approaching headlights is to stare them out."," Arthur s Trillian měli výraz hypnotizovaných králíků, kteří se octli v noci na silnici a myslí si, že nejlepší způsob, jak si poradit s blížícími se reflektory, je zírat přímo do nich."
"think","think","myslí","myslet","impf"," Arthur and Trillian had the fixed expressions of rabbits on a night road who think that the best way of dealing with approaching headlights is to stare them out."," Arthur s Trillian měli výraz hypnotizovaných králíků, kteří se octli v noci na silnici a myslí si, že nejlepší způsob, jak si poradit s blížícími se reflektory, je zírat přímo do nich."
"stare","stare","zírat","zírat","impf"," Arthur and Trillian had the fixed expressions of rabbits on a night road who think that the best way of dealing with approaching headlights is to stare them out."," Arthur s Trillian měli výraz hypnotizovaných králíků, kteří se octli v noci na silnici a myslí si, že nejlepší způsob, jak si poradit s blížícími se reflektory, je zírat přímo do nich."
"count","count","Počítals","počítat","impf"," “ Did you count them? ” he yelled."," "" Počítals je? """
"wished","wish","přál","přát","impf"," He wished the dark, locked off section of his two brains would go away because they occasionally surfaced momentarily and put strange thoughts into the light, fun sections of his mind and tried to deflect him from what he saw as being the basic business of his life, which was to have a wonderfully good time."," Zafod by si byl přál, aby ony temné, zablokované části šly do háje, protože se z nich občas vynořovaly divné myšlenky, jež se snažily zahnízdit ve slunných, veselých oblastech jeho mysli a bránit mu v tom, co považoval za své životní poslání, totiž mít se prima."
"go","go","šly","jít","impf"," He wished the dark, locked off section of his two brains would go away because they occasionally surfaced momentarily and put strange thoughts into the light, fun sections of his mind and tried to deflect him from what he saw as being the basic business of his life, which was to have a wonderfully good time."," Zafod by si byl přál, aby ony temné, zablokované části šly do háje, protože se z nich občas vynořovaly divné myšlenky, jež se snažily zahnízdit ve slunných, veselých oblastech jeho mysli a bránit mu v tom, co považoval za své životní poslání, totiž mít se prima."
"tried","try","snažily","snažit","impf"," He wished the dark, locked off section of his two brains would go away because they occasionally surfaced momentarily and put strange thoughts into the light, fun sections of his mind and tried to deflect him from what he saw as being the basic business of his life, which was to have a wonderfully good time."," Zafod by si byl přál, aby ony temné, zablokované části šly do háje, protože se z nich občas vynořovaly divné myšlenky, jež se snažily zahnízdit ve slunných, veselých oblastech jeho mysli a bránit mu v tom, co považoval za své životní poslání, totiž mít se prima."
"saw","see","považoval","považovat","impf"," He wished the dark, locked off section of his two brains would go away because they occasionally surfaced momentarily and put strange thoughts into the light, fun sections of his mind and tried to deflect him from what he saw as being the basic business of his life, which was to have a wonderfully good time."," Zafod by si byl přál, aby ony temné, zablokované části šly do háje, protože se z nich občas vynořovaly divné myšlenky, jež se snažily zahnízdit ve slunných, veselých oblastech jeho mysli a bránit mu v tom, co považoval za své životní poslání, totiž mít se prima."
"consist","consist","spočívala","spočívat","impf"," Ford ’ s technique seemed to consist mainly of standing still for a while and smiling."," Fordova technika spočívala, jak se zdálo, hlavně v postávání a usmívání se."
"seemed","seem","zdálo","zdát","impf"," Ford ’ s technique seemed to consist mainly of standing still for a while and smiling."," Fordova technika spočívala, jak se zdálo, hlavně v postávání a usmívání se."
"led","lead","vedly","vést","impf"," At short intervals along the moving catwalk, wide transparent tubes led down to floor level."," Z pohyblivé lávky vedly v krátkých úsecích dolů na zem široké průhledné roury."
"followed","follow","následovali","následovat","impf"," The others followed."," Ostatní ho následovali."
"done","do","dělal","dělat","impf"," Time after time he had done this show, night after night."," Tuhle show dělal už nesčíslněkrát, večer co večer."
"smiled","smile","usmál","usmát","pf"," Ford smiled a broad country-rock singer smile."," Ford se usmál širokým úsměvem zpěváka country - rocku :"
"insist","insist","trvat","trvat","impf"," “ Well I ’ m sorry, ” said the man huffily, “ but speaking as a management consultant of many years ’ standing, I must insist on the importance of observing the committee structure. ”"," "" Je mi líto, "" odsekl muž uraženě, "" ale jako dlouholetý pracovník řídícího aparátu musím trvat na tom, aby se dodržovala organizační struktura výboru. """
"observing","observe","dodržovala","dodržovat","impf"," “ Well I ’ m sorry, ” said the man huffily, “ but speaking as a management consultant of many years ’ standing, I must insist on the importance of observing the committee structure. ”"," "" Je mi líto, "" odsekl muž uraženě, "" ale jako dlouholetý pracovník řídícího aparátu musím trvat na tom, aby se dodržovala organizační struktura výboru. """
"looked","look","podíval","podívat","pf"," Ford looked round the crowd."," Ford se podíval po přítomných."
"reminding","remind","připomněla","připomenout","pf"," This had the effect of reminding Zaphod that he was talking to a ghost because he didn ’ t feel a thing."," Zafodovi tím připomněla, že mluví s duchem, protože neucítil vůbec nic."
"talking","talk","mluví","mluvit","impf"," This had the effect of reminding Zaphod that he was talking to a ghost because he didn ’ t feel a thing."," Zafodovi tím připomněla, že mluví s duchem, protože neucítil vůbec nic."
"feel","feel","neucítil","ucítit","pf"," This had the effect of reminding Zaphod that he was talking to a ghost because he didn ’ t feel a thing."," Zafodovi tím připomněla, že mluví s duchem, protože neucítil vůbec nic."
"continued","continue","pokračoval","pokračovat","impf"," “ The best conversation I had was over forty million years ago, ” continued Marvin."," "" Naposledy jsem si s někým povídal před čtyřiceti milióny let, "" pokračoval Marvin."
"talked","talk","hovořit","hovořit","impf"," Trillian talked to Arthur instead."," Trillian raději začala hovořit s Arthurem."
"looked","look","Podíval","podívat","pf"," He looked back at the rack."," Podíval se znovu na polici."
"saw","see","uviděl","uvidět","pf"," Finally he saw it."," Konečně uviděl."
"picked","pick","Vybral","vybrat","pf"," He picked up five small plastic squares and laid them on the board that lay just in front of the rack."," Vybral pět malých plastikových čtverečků a rozložil je na pultu před sebou."
"prepared","prepare","připraven","připravit","pf"," It wasn ’ t what he ’ d prepared."," Na tohle nebyl připraven."
"resembled","resemble","připomínalo","připomínat","impf"," It resembled nothing so much as a paper dart about twenty feet long made of thin but tough metal foil."," Ze všeho nejvíc připomínalo papírovou šipku, dlouhou asi sedm metrů, vyrobenou z tenké, pevné kovové fólie."
"explained","explain","vysvětlil","vysvětlit","pf"," “ Look, there ’ s a plaque on this one, ” he explained to Arthur, “ It ’ s frosted over. ”"," "" Podívej, je tu štítek pokrytý jinovatkou, "" vysvětlil."
"examined","examine","zkoumal","zkoumat","impf"," He rubbed the frost clear and examined the engraved characters."," Odstranil jinovatku a zkoumal nápis."
"provoked","provoke","Nevyvolalo","vyvolat","pf"," It provoked no reaction."," Nevyvolalo to žádnou reakci."
"wondered","wonder","Uvažoval","uvažovat","impf"," He wondered if it was safe to grin."," Uvažoval, jestli by mu prošlo, kdyby se zašklíbil."
"said","say","pronesl","pronést","pf"," “ Er ... ” he said to the Captain."," "" Ehm ..., "" pronesl ke kapitánovi."
"stopped","stop","přestalo","přestat","pf"," It suddenly stopped being light."," Náhle přestalo být vidět."
"think","think","myslím","myslet","impf"," Please, I think I am tired. ”"," Prosím vás, myslím, že jsem unaven. """
"remember","remember","Nevzpomínám","vzpomínat","impf"," “ I remember no one."," "" Nevzpomínám si na nikoho."
"say","say","vyjádřit","vyjádřit","pf"," “ Well don ’ t I get a say in that? ”"," "" To se k tomu ani nemůžu vyjádřit? """
