"loved","love","miluji","milovat","impf"," I had n't known I loved her."," Nevěděl jsem, že ji miluji."
"rang","ring","Volala","volat","impf"," "" She rang yesterday evening and we talked to her for a long time."," "" Volala včera večer, mluvili jsme s ní strašně dlouho."
"talked","talk","mluvili","mluvit","impf"," "" She rang yesterday evening and we talked to her for a long time."," "" Volala včera večer, mluvili jsme s ní strašně dlouho."
"manufacture","manufacture","vyrobit","vyrobit","pf"," Anyone who could manufacture and plant a bomb could open a little old lock. """," Člověk, který dokáže vyrobit a umístit časovanou bombu, si jistě umí poradit s běžným zámkem. """
"plant","plant","umístit","umístit","pf"," Anyone who could manufacture and plant a bomb could open a little old lock. """," Člověk, který dokáže vyrobit a umístit časovanou bombu, si jistě umí poradit s běžným zámkem. """
"hear","hear","neslyší","slyšet","impf"," "" You ca n't hear yourself think, "" Nancy said."," "" Tady člověk ani neslyší, co si sám mysli, "" postěžovala si Nancy."
"think","think","mysli","myslet","impf"," "" You ca n't hear yourself think, "" Nancy said."," "" Tady člověk ani neslyší, co si sám mysli, "" postěžovala si Nancy."
"hear","hear","slyšeli","slyšet","impf"," Their heads were bent towards each other, dose, almost touching, so that they could each hear what the other was saying amid the din, yet not be overheard."," Nakláněli se těsně k sobě, aby se v tom rámusu slyšeli a aby přitom nikdo nezaslechl, co si povídají."
"hear","hear","nezaslechl","zaslechnout","pf"," Their heads were bent towards each other, dose, almost touching, so that they could each hear what the other was saying amid the din, yet not be overheard."," Nakláněli se těsně k sobě, aby se v tom rámusu slyšeli a aby přitom nikdo nezaslechl, co si povídají."
"overheard","overhear","nezaslechl","zaslechnout","pf"," Their heads were bent towards each other, dose, almost touching, so that they could each hear what the other was saying amid the din, yet not be overheard."," Nakláněli se těsně k sobě, aby se v tom rámusu slyšeli a aby přitom nikdo nezaslechl, co si povídají."
"saying","say","povídají","povídat","impf"," Their heads were bent towards each other, dose, almost touching, so that they could each hear what the other was saying amid the din, yet not be overheard."," Nakláněli se těsně k sobě, aby se v tom rámusu slyšeli a aby přitom nikdo nezaslechl, co si povídají."
"told","tell","řekl","říci","pf"," He did n't know I 'd told Colin, did n't know that Colin knew he was Carthy-Todd ..."," Nevěděl, že jsem to řekl Colinovi, že Colin ví, že je Carthy - Todd ..."
"ask","ask","požádal","požádat","pf"," An official strode up manfully to ask him to belt up and buzz off;"," K Chanterovi přistoupil odhodlaně jeden z pořadatelů a požádal ho, aby byl zticha, nebo aby vyklidil pole."
"Come","come","Pojď","jít","impf"," "" Come on down, Nancy. """," "" Pojď dolů, Nancy! """
"want","want","přejete","přát","impf"," "" If you want it. """," "" Jestli si to přejete. """
"seen","see","viděl","vidět","impf"," "" You 've seen what he 's like."," "" Vždyť jste viděl, jaký je."
"thought","think","myslela","myslet","impf"," Maybe at art school I thought getting woozy on pot was a gas, but not any more."," Na škole jsem si možná ještě myslela, že je tráva prima, ale to už je dávno."
"told","tell","řekla","říci","pf"," I 've told you before, I 've grown up. """," Už jsem ti jednou řekla, že už nejsem miminko. """
"scowled","scowl","zamračil","zamračit","pf"," He scowled more fiercely."," Zuřivě se zamračil."
"said","say","Řekla","říci","pf"," I said he certainly was n't going to do that, and telephoned to Bobbie."," Řekla jsem, že na to absolutně nepřistoupím a zavolala jsem Bobbiemu."
"telephoned","telephone","zavolala","zavolat","pf"," I said he certainly was n't going to do that, and telephoned to Bobbie."," Řekla jsem, že na to absolutně nepřistoupím a zavolala jsem Bobbiemu."
"sighed","sigh","vzdychla","vzdychnout","pf"," But, "" she sighed, "" Rupert had indeed talked him into giving him carte blanche with Rudiments."," Jenže, "" vzdychla, "" on to s ním měl Rupert skutečně domluvené, pokud jde o Rudimentse, dostal carte blanche."
"sit","sit","usadit","usadit","pf"," Three of the four cheap armchairs looked as if they had still to reach puberty but the springs in the fourth were so badly broken that it was more comfortable to sit on the floor."," Tři ze čtyř laciných křesílek vypadala jako nedochůdčata, čtvrté mělo tak mizerné pérování, že bylo pohodlnější usadit se na podlaze, než si do něj sednout."
"sit","sit","sednout","sednout","pf"," Three of the four cheap armchairs looked as if they had still to reach puberty but the springs in the fourth were so badly broken that it was more comfortable to sit on the floor."," Tři ze čtyř laciných křesílek vypadala jako nedochůdčata, čtvrté mělo tak mizerné pérování, že bylo pohodlnější usadit se na podlaze, než si do něj sednout."
"watched","watch","díval","dívat","impf"," Goldenberg watched him go with narrowed eyes and a venomous twist to his mouth."," Goldenberg se za ním díval přimhouřenýma očima, s vražedným výrazem v tváři."
"holding","hold","držel","držet","impf"," The next time saw him he was holding a well-filled glass and adding substantially to his paunch, while muttering belligerently to a pasty slob who housed all his brains in his biceps."," Když jsme na něj později znovu narazili, držel v ruce sklenici, pilně popíjel a horlivě něco vykládal nějakému hromotlukovi, který měl asi místo mozku dobře vyvinuté bicepsy."
"holding","hold","měl","mít","impf"," The next time saw him he was holding a well-filled glass and adding substantially to his paunch, while muttering belligerently to a pasty slob who housed all his brains in his biceps."," Když jsme na něj později znovu narazili, držel v ruce sklenici, pilně popíjel a horlivě něco vykládal nějakému hromotlukovi, který měl asi místo mozku dobře vyvinuté bicepsy."
"pondered","ponder","uvažoval","uvažovat","impf"," I pondered."," Chvíli jsem uvažoval."
"carry","carry","mít","mít","impf"," "" You are n't legally qualified yet to carry passengers in clouds. """," "" Teoreticky ještě nejste oprávněná mít na palubě cestující, když není jasno. """
"said","say","říkali","říkat","impf"," They said it was clear there now, did n't they?"," Přece říkali, že tam teď jasno je, ne?"
"get","get","dostanu","dostat","pf"," And if the base is two thousand feet when I get there, I can keep below that easily. """," A i kdyby nanejhůř bylo zataženo, až tam doletím, tak se snadno dostanu pod mraky, budou - li ve dvou tisících. """
"keep","keep","dostanu","dostat","pf"," And if the base is two thousand feet when I get there, I can keep below that easily. """," A i kdyby nanejhůř bylo zataženo, až tam doletím, tak se snadno dostanu pod mraky, budou - li ve dvou tisících. """
"talking","talk","Nemluvili","mluvit","impf"," They were not talking to each other, though it looked as though they had been."," Nemluvili spolu, ale zdálo se, že hovor musel ustat jen před malou chvílí."
"paying","pay","platil","platit","impf"," The remaining two aircraft were a small single engined trainer, and a twin-engined eight-year-old Aztec equipped with every possible flying aid, for which Harley was paying through the nose on a five year lease."," Jeden ze zbývajících strojů bylo jednomotorové cvičné letadlo, druhý byl starý dvoumotorový azték vybavený moderními přístroji, za který Harley platil krvavé splátky na pětiletou smlouvu."
"worked","work","pracovala","pracovat","impf"," The girl, Honey, his brother 's daughter, worked for love and peanuts and was the keystone which held up the arch."," Ta šikovná slečna byla Harleyho neteř Honey, pracovala u něj z lásky a za mizerný plat a bez ní by se celý podnik dávno zhroutil."
"directing","direct","řídila","řídit","impf"," I knew her voice better than her face, as she sat up in the control tower all day directing such air traffic as came along."," Znal jsem ji lépe po hlase než podle tváře, protože trávila celý den ve věži a řídila letecký provoz, pokud nějaký byl."
"introduced","introduce","představil","představit","pf"," The Duke introduced me to the man who had been sitting and who now stood behind the desk."," Vévoda mé představil muži, který se zdvihl od psacího stolu."
"hoped","hope","doufal","doufat","impf"," I hoped he had not distinguished in me the minute subsidence of tension which I saw in him."," Tiše jsem doufal, že si Carthy - Todd nepovšiml, jak jsem se při představování zarazil, podobně jako on."
"suggest","suggest","doporučujete","doporučovat","impf"," Then ... er ... how do you suggest we fix it? """," Tedy ... jak doporučujete, abychom to provedli? """
"do","do","provedli","provést","pf"," Then ... er ... how do you suggest we fix it? """," Tedy ... jak doporučujete, abychom to provedli? """
"coming","come","přijede","přijet","pf"," He 's coming down to stay with me tomorrow as it 's the end of term and his mother is off somewhere in Greece."," Synovec ke mně přijede zítra, už mu skončila škola a maminka mu odjela někam do Řecka."
"brought","bring","přinesl","přinést","pf"," Kenny had ridden a winner and had brought me a bottle of whisky as a present :"," Kenny vyhrál a přinesl mi darem láhev whisky."
"need","need","nemusí","muset","impf"," I said he did n't need to give me a present."," Bránil jsem se, že mi přece nemusí nic dávat."
"give","give","dávat","dávat","impf"," I said he did n't need to give me a present."," Bránil jsem se, že mi přece nemusí nic dávat."
"read","read","přečetl","přečíst","pf"," I turned half away from them and read the names of the firms they flew for, which were painted on the tails of their aircraft."," Pootočil jsem se a přečetl si jméno firmy na jejich letadlech."
"come","come","Přiletěli","přiletět","pf"," "" Have you come far. """," "" Přiletěli jste zdaleka? "" zeptal jsem se."
"answer","answer","Neodpověděli","odpovědět","pf"," They did n't answer."," Neodpověděli."
"went","go","Odešel","odejít","pf"," He walked away, back to his Cessna, and I went over the Cherokee inch by inch looking for anything wrong."," Odešel ke své cessně a já šel prohlédnout cherokee centimetr po centimetru."
"walked","walk","šel","jít","impf"," He walked away, back to his Cessna, and I went over the Cherokee inch by inch looking for anything wrong."," Odešel ke své cessně a já šel prohlédnout cherokee centimetr po centimetru."
