"found","find","našlo","najít","pf"," ‘ The garment found on the strand was placed there in order to mislead?"," "" To tílko, které se našlo na pobřeží, tam bylo nastražené, mělo svést ze stopy?"
"prevented","prevent","zabránilo","zabránit","pf"," He wanted to embrace his daughter, yet did not do so, sensing something in her that prevented him."," Chtěl svou dceru obejmout, neudělal to ale, protože v ní vycítil něco, co mu v tom zabránilo."
"told","tell","neřekl","říci","pf"," Lucy wasn ’ t told about it."," Lucy o tom nikdo neřekl."
"Going","go","šla","jít","impf"," Going home once on the strand, Hannah heard a banshee."," Když jednou šla Hannah po pobřeží, uslyšela vílu, která svým štkaním věští smrt."
"heard","hear","uslyšela","uslyšet","pf"," Going home once on the strand, Hannah heard a banshee."," Když jednou šla Hannah po pobřeží, uslyšela vílu, která svým štkaním věští smrt."
"said","say","prohlásil","prohlásit","pf"," ‘ No more than the wind, ’ Henry said, ‘ moaning down through the hollow in the cliffs. ’"," "" To byla jen meluzína, "" prohlásil Henry, "" co skučela v prohlubeninách útesů. """
"seen","see","viděla","vidět","impf"," But Bridget said Hannah had seen a wispy form not a yard from where she stood."," Ale Bridget namítla, že Hannah tenkrát viděla postavu slabou jako věchýtek ani ne metr od sebe."
"made","make","ušil","ušít","pf"," The time he ’ d made Lucy a pair of shoes they hadn ’ t been comfortable, but she hadn ’ t said."," Když Lucy ušil boty, nechodilo se jí v nich pohodlně, ale ona si ani nepostěžovala."
"throw","throw","zahoď","zahodit","pf"," ‘ Arrah, throw those old things away, ’ he ’ d urged her when he noticed she was hobbling, but she wouldn ’ t."," "" No tak, zahoď ty staré křápy, "" naléhal na ni, když si všiml, že se belhá, ale ona nechtěla."
"urged","urge","naléhal","naléhat","impf"," ‘ Arrah, throw those old things away, ’ he ’ d urged her when he noticed she was hobbling, but she wouldn ’ t."," "" No tak, zahoď ty staré křápy, "" naléhal na ni, když si všiml, že se belhá, ale ona nechtěla."
"win","win","vyhraje","vyhrát","pf"," ‘ When she ’ d win with the dice wouldn ’ t you give her a prize one time? ’"," "" Až vyhraje v kostkách, nechtěl bys jí jednou dát cenu? """
"give","give","dát","dát","pf"," ‘ When she ’ d win with the dice wouldn ’ t you give her a prize one time? ’"," "" Až vyhraje v kostkách, nechtěl bys jí jednou dát cenu? """
"gathered","gather","shromáždili","shromáždit","pf"," In the hall the men had gathered for the Angelus prayer."," V hale se muži shromáždili k modlitbě Anděl Páně."
"hidden","hide","ukrývala","ukrývat","impf"," She kept the baskets in a shed in the yard which no one went into, hidden behind a wheelbarrow that had fallen apart."," Košíky ukrývala v kůlně na dvoře, kam nikdo nechodil, za rozpadlým trakařem."
"went","go","nechodil","chodit","impf"," She kept the baskets in a shed in the yard which no one went into, hidden behind a wheelbarrow that had fallen apart."," Košíky ukrývala v kůlně na dvoře, kam nikdo nechodil, za rozpadlým trakařem."
"maintained","maintain","udržovali","udržovat","impf"," They were proud of Lahardane as they had maintained it, of the continuing part they had played in it, of managing it, of improvising, of making themselves more than the caretakers he had left behind."," Byli hrdí na Lahardane, jak ho udržovali, na roli, kterou v něm nadále hráli, že tu hospodařili, improvizovali a byli víc než správci, které tu zanechal."
"played","play","hráli","hrát","impf"," They were proud of Lahardane as they had maintained it, of the continuing part they had played in it, of managing it, of improvising, of making themselves more than the caretakers he had left behind."," Byli hrdí na Lahardane, jak ho udržovali, na roli, kterou v něm nadále hráli, že tu hospodařili, improvizovali a byli víc než správci, které tu zanechal."
"managing","manage","hospodařili","hospodařit","impf"," They were proud of Lahardane as they had maintained it, of the continuing part they had played in it, of managing it, of improvising, of making themselves more than the caretakers he had left behind."," Byli hrdí na Lahardane, jak ho udržovali, na roli, kterou v něm nadále hráli, že tu hospodařili, improvizovali a byli víc než správci, které tu zanechal."
"left","leave","zanechal","zanechat","pf"," They were proud of Lahardane as they had maintained it, of the continuing part they had played in it, of managing it, of improvising, of making themselves more than the caretakers he had left behind."," Byli hrdí na Lahardane, jak ho udržovali, na roli, kterou v něm nadále hráli, že tu hospodařili, improvizovali a byli víc než správci, které tu zanechal."
"suggested","suggest","navrhl","navrhnout","pf"," It was Henry who suggested how the pasture might be saved from neglect and deterioration in the future : for a small annual rent, and undertaking to maintain the fences, the O ’ Reillys agreed to have the grazing."," To Henry navrhl, jak by se jejich pastviny mohly v budoucnu zachránit před zanedbáním a zpustnutím : za malé roční pachtovné a slib udržovat ploty O ' Reillyovi souhlasili, že tam budou vyhánět dobytek na pastvu."
"saved","save","zachránit","zachránit","pf"," It was Henry who suggested how the pasture might be saved from neglect and deterioration in the future : for a small annual rent, and undertaking to maintain the fences, the O ’ Reillys agreed to have the grazing."," To Henry navrhl, jak by se jejich pastviny mohly v budoucnu zachránit před zanedbáním a zpustnutím : za malé roční pachtovné a slib udržovat ploty O ' Reillyovi souhlasili, že tam budou vyhánět dobytek na pastvu."
"maintain","maintain","udržovat","udržovat","impf"," It was Henry who suggested how the pasture might be saved from neglect and deterioration in the future : for a small annual rent, and undertaking to maintain the fences, the O ’ Reillys agreed to have the grazing."," To Henry navrhl, jak by se jejich pastviny mohly v budoucnu zachránit před zanedbáním a zpustnutím : za malé roční pachtovné a slib udržovat ploty O ' Reillyovi souhlasili, že tam budou vyhánět dobytek na pastvu."
"agreed","agree","souhlasili","souhlasit","impf"," It was Henry who suggested how the pasture might be saved from neglect and deterioration in the future : for a small annual rent, and undertaking to maintain the fences, the O ’ Reillys agreed to have the grazing."," To Henry navrhl, jak by se jejich pastviny mohly v budoucnu zachránit před zanedbáním a zpustnutím : za malé roční pachtovné a slib udržovat ploty O ' Reillyovi souhlasili, že tam budou vyhánět dobytek na pastvu."
"listen","listen","Poslouchejte","poslouchat","impf"," ‘ Oh, listen! ’ she said when the two notes of the cuckoo ’ s song began."," "" Poslouchejte! "" řekla, když kukačka opět začala zpívat píseň o dvou tónech."
"said","say","řekla","říci","pf"," ‘ Oh, listen! ’ she said when the two notes of the cuckoo ’ s song began."," "" Poslouchejte! "" řekla, když kukačka opět začala zpívat píseň o dvou tónech."
"began","begin","začala","začít","pf"," ‘ Oh, listen! ’ she said when the two notes of the cuckoo ’ s song began."," "" Poslouchejte! "" řekla, když kukačka opět začala zpívat píseň o dvou tónech."
"threw","throw","Házel","házet","impf"," He threw the dice and moved his disc;"," Házel kostkou a tahal figurkou;"
"wanted","want","chtěl","chtít","impf"," he always wanted her to win, not that he ever said so, but she knew."," vždycky chtěl, aby vyhrála, ne že by jí to kdy řekl, ale ona to věděla."
"win","win","vyhrála","vyhrát","pf"," he always wanted her to win, not that he ever said so, but she knew."," vždycky chtěl, aby vyhrála, ne že by jí to kdy řekl, ale ona to věděla."
"said","say","řekl","říci","pf"," he always wanted her to win, not that he ever said so, but she knew."," vždycky chtěl, aby vyhrála, ne že by jí to kdy řekl, ale ona to věděla."
"heard","hear","slyšela","slyšet","impf"," She heard his voice that one time, in the drawing-room, not ever again : the oblivion that possessed him was his secret."," Jeho hlas slyšela tenkrát v obýváku a pak už nikdy : zapomnění, které ho drželo ve své moci, bylo jeho tajemství."
"possessed","possess","drželo","držet","impf"," She heard his voice that one time, in the drawing-room, not ever again : the oblivion that possessed him was his secret."," Jeho hlas slyšela tenkrát v obýváku a pak už nikdy : zapomnění, které ho drželo ve své moci, bylo jeho tajemství."
"says","say","říká","říkat","impf"," ‘ She says he ’ s after joining up, ’ Bridget reported when the war in Europe began and, to Henry ’ s confusion and surprise, she added that it was an ill wind that blew no good."," "" Lucy říká, že Ralph chce narukovat, "" hlásila Bridget, když v Evropě začala válka, a k Henryho překvapení a zmatku dodala, že všechno zlé je k něčemu dobré."
"reported","report","hlásila","hlásit","impf"," ‘ She says he ’ s after joining up, ’ Bridget reported when the war in Europe began and, to Henry ’ s confusion and surprise, she added that it was an ill wind that blew no good."," "" Lucy říká, že Ralph chce narukovat, "" hlásila Bridget, když v Evropě začala válka, a k Henryho překvapení a zmatku dodala, že všechno zlé je k něčemu dobré."
"began","begin","začala","začít","pf"," ‘ She says he ’ s after joining up, ’ Bridget reported when the war in Europe began and, to Henry ’ s confusion and surprise, she added that it was an ill wind that blew no good."," "" Lucy říká, že Ralph chce narukovat, "" hlásila Bridget, když v Evropě začala válka, a k Henryho překvapení a zmatku dodala, že všechno zlé je k něčemu dobré."
