"explain","explain","nevysvětluje","vysvětlovat","impf"," It 's just a word, it does n't explain anything."," Je to jen slovo a nevysvětluje nic."
"killed","kill","zničily","zničit","pf"," Between them they killed a virulent space disease he 's picked up without knowing it in the Flargathon Gas Swamps a few days earlier, which otherwise would have killed off half the population of the Western Hemisphere, blinded the other half and driven everyone else psychotic and sterile, so the Earth was lucky there."," Vzhledem k tomu, že společně zničily zárodky virulentní kosmické nemoci, kterou, aniž to věděl, chytil před pár dny ve Flagarthonských Plynných Močálech a která by jinak byla vyhubila polovinu obyvatel Západní polokoule, druhou polovinu by oslepila a všem ostatním by přivodila psychotické stavy a neplodnost, měla Země zase jednou štěstí."
"felt","feel","Cítil","cítit","impf"," He felt strong, he felt healthy."," Cítil se silný a zdravý."
"felt","feel","Cítil","cítit","impf"," He felt strong, he felt healthy."," Cítil se silný a zdravý."
"buried","bury","pohřbil","pohřbít","pf"," He vigorously cleared away the junk mail with a spade and then buried the cat."," Energicky odházel reklamní prospekty lopatou a pak pohřbil kočku."
"added","add","dodala","dodat","pf"," "" But, "" she added, "" only if it was a reasonably patient cat and did n't mind a few nasty cracks about the head."," "" Ale, "" dodala, "" jen kdyby to byla hodně trpělivá kočka a nevadilo jí, že se párkrát pořádně praští do hlavy."
"looked","look","dívali","dívat","impf"," They looked at each other for a moment."," Chvíli se na sebe dívali."
"tell","tell","říct","říci","pf"," The moment became a longer moment, and suddenly it was a very long moment, so long one could hardly tell where all the time was coming from."," Z chvíle se stala delší chvíle, a najednou to byla hodně dlouhá chvíle, tak dlouhá, že se dalo těžko říct, odkud všechen ten čas pochází."
"coming","come","pochází","pocházet","impf"," The moment became a longer moment, and suddenly it was a very long moment, so long one could hardly tell where all the time was coming from."," Z chvíle se stala delší chvíle, a najednou to byla hodně dlouhá chvíle, tak dlouhá, že se dalo těžko říct, odkud všechen ten čas pochází."
"watched","watch","sledoval","sledovat","impf"," As he watched, a thousand horribly beweaponed Zirzla robot starcruisers came searing round the dark shadow of a moon, silhouetted against the blinding disc of the star Xaxis, and the ship simultaneously unleashed a vicious blaze of hideously incomprehensible forces from all its orifices against them."," Zastavil se a sledoval, jak tisíc po zuby ozbrojených zirzelských robotích hvězdných křižníků profičelo kolem temného stínu měsíce rýsujícího se na pozadí oslepivého kotouče hvězdy Xaxis a jak na ně loď současně vypustila ze všech otvorů hrůzně nepochopitelné síly v podobě ošklivě oslepující záře."
"burning","burn","hořel","hořet","impf"," He slumped on the wrecked body of a dull silver robot which clearly had been burning earlier on, but had now cooled down enough to sit on."," Kecl si na porouchané tělo matně stříbrného robota, který zřejmě předtím hořel, ale teď už vychladl natolik, aby se na něm dalo sedět."
"sit","sit","sedět","sedět","impf"," He slumped on the wrecked body of a dull silver robot which clearly had been burning earlier on, but had now cooled down enough to sit on."," Kecl si na porouchané tělo matně stříbrného robota, který zřejmě předtím hořel, ale teď už vychladl natolik, aby se na něm dalo sedět."
"destroyed","destroy","zničena","zničit","pf"," The Earth had definitely been destroyed."," Země byla stoprocentně zničena."
"suppose","suppose","myslíš","myslet","impf"," What do you suppose, "" he asked fiercely, "" I did next? """," Co myslíš, že jsem udělal pak? """
"do","do","udělal","udělat","pf"," What do you suppose, "" he asked fiercely, "" I did next? """," Co myslíš, že jsem udělal pak? """
"did","do","udělal","udělat","pf"," What do you suppose, "" he asked fiercely, "" I did next? """," Co myslíš, že jsem udělal pak? """
"hoping","hope","doufal","doufat","impf"," "" Pity, "" said Ford, "" I was hoping you could remind me."," "" Škoda, "" zalitoval Ford, "" doufal jsem, že mi to připomeneš."
"remind","remind","připomeneš","připomenout","pf"," "" Pity, "" said Ford, "" I was hoping you could remind me."," "" Škoda, "" zalitoval Ford, "" doufal jsem, že mi to připomeneš."
"hate","hate","Nenávidím","nenávidět","impf"," I really hate those guys you know."," Nenávidím je, parchanty."
"see","see","chápu","chápat","impf"," "" And in case it crossed your mind to wonder, as I can see how it possibly might, I am completely sane."," "" A v případě, že by vás napadlo o tom pochybovat, což chápu, že by se klidně mohlo stát, vás ujišťuju, že jsem úplně normální."
"call","call","říkám","říkat","impf"," Which is why I call myself Wonko the Sane, just to reassure people on this point."," Proto si říkám Wonko Příčetný, abych o tom lidi ujistil."
"reassure","reassure","ujistil","ujistit","pf"," Which is why I call myself Wonko the Sane, just to reassure people on this point."," Proto si říkám Wonko Příčetný, abych o tom lidi ujistil."
"read","read","číst","číst","impf"," He told himself very firmly that for this moment at least he would keep his eyes very firmly and steadfastly locked on to the spines of her records, read the titles, nod appreciatively, count the blasted things if he had to."," Přísně si nakázal, že bude, alespoň pro tuto chvíli, pevně a neochvějně upírat oči na hřbety jejích desek, číst si jejich tituly, uznale přikyvovat, a třeba ty zatracené placky i počítat."
"count","count","počítat","počítat","impf"," He told himself very firmly that for this moment at least he would keep his eyes very firmly and steadfastly locked on to the spines of her records, read the titles, nod appreciatively, count the blasted things if he had to."," Přísně si nakázal, že bude, alespoň pro tuto chvíli, pevně a neochvějně upírat oči na hřbety jejích desek, číst si jejich tituly, uznale přikyvovat, a třeba ty zatracené placky i počítat."
"keep","keep","mít","mít","impf"," He would keep his head down."," Bude mít skloněnou hlavu."
"notice","notice","Pozorovala","pozorovat","impf"," She was staring down at him with such intensity that she seemed hardly to notice that he was looking up at her."," Pozorovala ho shora tak soustředěně, že zřejmě ani nevnímala, že se na ni dívá."
"notice","notice","nevnímala","vnímat","impf"," She was staring down at him with such intensity that she seemed hardly to notice that he was looking up at her."," Pozorovala ho shora tak soustředěně, že zřejmě ani nevnímala, že se na ni dívá."
"looking","look","dívá","dívat","impf"," She was staring down at him with such intensity that she seemed hardly to notice that he was looking up at her."," Pozorovala ho shora tak soustředěně, že zřejmě ani nevnímala, že se na ni dívá."
"found","find","Našli","najít","pf"," They found a patch of grass which was relatively free of couples actually lying on top of each other and sat and watched the stunning ducks and the low sunlight rippling on the water which ran beneath the stunning ducks."," Našli si kousek trávníku, kde bylo relativně málo dvojic ležících doslova na sobě, usedli a pozorovali nádherné kachny a nízké sluneční paprsky pohrávající si na vodě, která proudila pod nádhernými kachnami."
"sat","sit","usedli","usednout","pf"," They found a patch of grass which was relatively free of couples actually lying on top of each other and sat and watched the stunning ducks and the low sunlight rippling on the water which ran beneath the stunning ducks."," Našli si kousek trávníku, kde bylo relativně málo dvojic ležících doslova na sobě, usedli a pozorovali nádherné kachny a nízké sluneční paprsky pohrávající si na vodě, která proudila pod nádhernými kachnami."
"watched","watch","pozorovali","pozorovat","impf"," They found a patch of grass which was relatively free of couples actually lying on top of each other and sat and watched the stunning ducks and the low sunlight rippling on the water which ran beneath the stunning ducks."," Našli si kousek trávníku, kde bylo relativně málo dvojic ležících doslova na sobě, usedli a pozorovali nádherné kachny a nízké sluneční paprsky pohrávající si na vodě, která proudila pod nádhernými kachnami."
"find","find","najdete","najít","pf"," At the bottom of it was a number which looked like one of those serial numbers you find on the underside of stereo sets which always takes so long to copy on to the registration form."," Na jeho konci se skvělo číslo, které připomínalo čísla, jaká najdete na spodku stereorádií a která vám dají tolik práce, než je opíšete na formulář licence."
"copy","copy","opíšete","opsat","pf"," At the bottom of it was a number which looked like one of those serial numbers you find on the underside of stereo sets which always takes so long to copy on to the registration form."," Na jeho konci se skvělo číslo, které připomínalo čísla, jaká najdete na spodku stereorádií a která vám dají tolik práce, než je opíšete na formulář licence."
"drinking","drink","vypil","vypít","pf"," He had, after all, been in the bar all day, he had been drinking a lot of stuff with bubbles in it, and he had bought an awful lot of rounds for all the pimps, thugs and record executives who suddenly could n't remember who he was."," Byl koneckonců v baru celý den, vypil spoustu tekutin s bublinkami a objednal spoustu rund všem přítomným pašerákům drog, hrdlořezům a úředníkům gramofonových společností, kteří se teď náhle nemohli rozpomenout, co je zač."
"Seeing","see","uviděl","uvidět","pf"," Seeing himself for the first time suddenly in a familiar context, he had to admit that the dog had a point."," Když se náhle uviděl ve známém kontextu, musel uznat, že pes má do jisté míry pravdu."
"admit","admit","uznat","uznat","pf"," Seeing himself for the first time suddenly in a familiar context, he had to admit that the dog had a point."," Když se náhle uviděl ve známém kontextu, musel uznat, že pes má do jisté míry pravdu."
