"close","close","zavřít","zavřít","pf"," I have to close the hatch behind us. '"," Musím za námi zavřít příklop. """
"vanished","vanish","zmizela","zmizet","pf"," The craze fizzled out in only a few years, and by the time I was ready to leave for Solaris it had vanished from the headlines and from conversation, and the ocean itself was practically forgotten by the public."," Tato horečka však po několika letech opadla, a když jsem se chystal k cestě na Solaris, opustila už dávno novinové sloupce a zmizela z rozhovorů - ostatně spolu s problémem oceánu."
"stretching","stretch","táhne","táhnout","impf"," The ' extensor ' appears to be an independent creation, stretching for miles between membranous walls swollen with ' ossified growths ', like some colossal python which after swallowing a mountain is sluggishly digesting the meal, while a slow shudder occasionally ripples along its creeping body."," Mezi stěnami napjatými jako blána na hřbetě obludy, na nichž jsou uchycena "" skeletiště "", táhne se do délky celých kilometrů vlastní "" dlouž "", útvar zdánlivě autonomní, připomínající jakéhosi kolosálního draka, který se přežral celými horami, teď je v klidu tráví a při tom jen tu a tam proběhne jeho rybovitě zploštělým tělem líný záchvěv."
"help","help","pomoci","pomoci","pf"," His voice betrayed such exhaustion that instinctively I put out my arms to help him control the door."," Jeho hlas vyjadřoval takové utrpení, že jsem úplně zpitomělý natáhl instinktivně ruce a chtěl mu pomoci držet dveře, s nimiž zřejmě nejvíce zápasil;"
"uttered","utter","vyrazil","vyrazit","pf"," At this, he uttered a cry of horror, as though I had pointed a knife at him."," ale on najednou ze sebe vyrazil tak strašný výkřik, jako bych se na něho rozmáchl nožem."
"Go","go","Jdi","jít","impf"," ' Go away!"," "" Jdi!"
"Go","go","Jdi","jít","impf"," Go away!"," Jdi už! "" a hned zase :"
"see","see","viděl","vidět","impf"," From where I was, I could see only a part of the corridor encircling the laboratory."," Ze svého místa jsem viděl pouze část kruhové chodby, která vedla kolem laboratoře."
"raised","raise","zvedla","zvednout","pf"," She looked around her, then, once more, raised her eyes to mine."," Rozhlédla se a opět ke mně zvedla oči."
"searched","search","hledá","hledat","impf"," She searched for the answer which, as she uttered it, seemed to come to her like a revelation."," Bylo zřejmé, že hledá v sobě odpověď, a když ji našla, bylo to pro ni překvapení."
"said","say","řekl","říci","pf"," But people knew nothing of what I had said to her five days earlier;"," Nevěděli však, co jsem jí řekl pět dnů předtím takovým způsobem, abych se jí co nejbolestivěji dotkl."
"said","say","řekla","říci","pf"," they did not know that, in order to twist the knife more cruelly, I had taken away my belongings and that she, as I was closing my suitcases, had said, very calmly :"," Připravoval jsem si tehdy své věci a ona, zatímco jsem si je balil, řekla neobyčejně klidně :"
"hesitated","hesitate","váhal","váhat","impf"," I hesitated, then pressed the handle down gently and slowly opened the door."," Chvíli jsem váhal, ale pak jsem lehce zmáčkl kliku a pomalu je otevřel."
"pressed","press","zmáčkl","zmáčknout","pf"," I hesitated, then pressed the handle down gently and slowly opened the door."," Chvíli jsem váhal, ale pak jsem lehce zmáčkl kliku a pomalu je otevřel."
"opened","open","otevřel","otevřít","pf"," I hesitated, then pressed the handle down gently and slowly opened the door."," Chvíli jsem váhal, ale pak jsem lehce zmáčkl kliku a pomalu je otevřel."
"shone","shine","leskl","lesknout","impf"," Another wide panoramic window, almost as large as the one in the cabin where I had found Snow, overhung the ocean, which, sunlit on this side, shone with an oleaginous gleam as though the waves secreted a reddish oil."," Stejné, jen o něco menší vypouklé okno vedoucí na oceán, který se tady - proti slunci - leskl mastně, jako kdyby z vln stékal červeně zbarvený olej."
"behaving","behave","Chovám","chovat","impf"," ' I 'm behaving like an idiot, are n't I?"," "" Chovám se jako blázen, viď? "" pokračovala."
"sitting","sit","seděl","sedět","impf"," There would not have been enough room for the books themselves in the cabin in which I was sitting."," Originály literatury na téma Solaris by se byly určitě nevešly do místnosti, v níž jsem seděl."
"hear","hear","slyšel","slyšet","impf"," ' I wanted to hear your own account. '"," "" Rád bych slyšel, co o tom víte vy ... """
"lay","lie","Ležel","ležet","impf"," I lay there, the bedclothes pushed back, completely naked."," Ležel jsem nahý, nepřikrytý."
"sitting","sit","seděl","sedět","impf"," The curtains were half drawn, and there, opposite me, beside the window-pane lit by the red sun, someone was sitting."," Na židli naproti posteli, pod oknem zpoloviny zastřeným, v záři červeného světla - někdo seděl."
"expect","expect","očekávají","očekávat","impf"," Then again, what can mankind expect or hope for out of a joint ' pooling of information ' with the living ocean?"," Ostatně co lidé očekávají, čeho se mohou nadít od "" navázání informačního spojení "" s myslícími moři?"
"lay","lie","ležela","ležet","impf"," A long, flat box lay in the hollow at the base of the shower;"," Na podlaze pod sprchou ležela veliká plochá kazeta."
"breathed","breathe","dýchal","dýchat","impf"," I breathed deeply, savouring the darkness, my mind empty and at rest."," S rozkoší jsem se poddával vládnoucí tmě, dýchal jsem zhluboka, prázdný, zbaven všech myšlenek."
"Shifting","shift","pohnul","pohnout","pf"," Shifting my position, I felt the flat shape of the tape-recorder against my hip :"," Jednu chvíli, když jsem se pohnul, ucítil jsem plochý tvar magnetofonu, jak mě tlačí do boku."
"felt","feel","ucítil","ucítit","pf"," Shifting my position, I felt the flat shape of the tape-recorder against my hip :"," Jednu chvíli, když jsem se pohnul, ucítil jsem plochý tvar magnetofonu, jak mě tlačí do boku."
"hide","hide","schovám","schovat","pf"," I took the tape-recorder out of my pocket in order to hide it under the bed."," Vytáhl jsem magnetofon z kapsy, že jej schovám pod postel."
"concealed","conceal","ukryta","ukrýt","pf"," The real structure, which determines the functions of the visitor, remains concealed. '"," Skutečná struktura ručící za to, že ' host ' funguje, je ukryta hlouběji. """
"said","say","Řekl","říci","pf"," I had said ' visitor '."," Řekl jsem "" host ""?!"
"understood","understand","nepochopila","pochopit","pf"," At any rate, she had not understood."," Ostatně stejně by nepochopila, oč jde."
"hear","hear","Slyšel","slyšet","impf"," I could hear their breathing."," Slyšel jsem jenom vzdálený dech."
"begin","begin","začít","začít","pf"," If you would be so good as to begin, Dr Kelvin ... '"," Snad byste mohl začít vy, doktore Kelvine ... """
"want","want","nechceš","chtít","impf"," Do n't you want to?"," Ty nechceš?"
"found","find","najít","najít","pf"," This debris is sometimes found scores of miles from the focus of the explosion, dried up, yellow and flattened, like flakes of cartilage."," Některé kusy, odnesené větrem, vyschlé jako troud, žlutavé, ploché a podobné proto nějakým blanitým kostem nebo chrupavkám, lze pak najít i mnoho desítek kilometrů od centra exploze, jak volně plavou na vlnách."
"proved","prove","ukázalo","ukázat","pf"," The first traces of these ' independents ' were identified - wrongly, it was later proved - as the remains of creatures inhabiting the ocean deeps."," Když badatelé našli poprvé jejich zbytky, pokládali je zcela mylně - jak se ukázalo až mnohem později - za mršiny tvorů žijících v hlubinách oceánu."
"appeared","appear","vyšlo","vyjít","pf"," SOLARIS - TEN YEARS OF EXPLORATION had appeared as volumes 4-12 of the Solariana collection whose most recent additions were numbered in the thousands."," "" Deset let průzkumu Solaris "" vyšlo v řadě "" Solariana "" jako čtvrtý až třináctý svazek, zatímco dnes vycházejí v této edici svazky už se čtyřciferným pořadovým číslem."
"appeared","appear","vycházejí","vycházet","impf"," SOLARIS - TEN YEARS OF EXPLORATION had appeared as volumes 4-12 of the Solariana collection whose most recent additions were numbered in the thousands."," "" Deset let průzkumu Solaris "" vyšlo v řadě "" Solariana "" jako čtvrtý až třináctý svazek, zatímco dnes vycházejí v této edici svazky už se čtyřciferným pořadovým číslem."
"noticed","notice","všiml","všimnout","pf"," I soon noticed that Rheya was scarcely better than I was at cooking or even at opening tins."," Brzy jsem si všiml, že je s vařením dost na štíru a že dovede jedině otevřít konzervu, tedy o nic víc než já."
"opening","open","otevřít","otevřít","pf"," I soon noticed that Rheya was scarcely better than I was at cooking or even at opening tins."," Brzy jsem si všiml, že je s vařením dost na štíru a že dovede jedině otevřít konzervu, tedy o nic víc než já."
"drank","drink","vypil","vypít","pf"," I devoured the contents of two tins and drank innumerable cups of coffee."," Zhltl jsem obsah dvou těch konzerv a vypil nesmírné množství šálků kávy."
"ate","eat","jedla","jíst","impf"," Rheya also ate, but as children eat when they are not hungry and do not want to displease their parents;"," Harey jedla také, ale asi tak, jak někdy jedí děti, aby nerozzlobily dospělé;"
"eat","eat","jedla","jíst","impf"," Rheya also ate, but as children eat when they are not hungry and do not want to displease their parents;"," Harey jedla také, ale asi tak, jak někdy jedí děti, aby nerozzlobily dospělé;"
"ate","eat","jedí","jíst","impf"," Rheya also ate, but as children eat when they are not hungry and do not want to displease their parents;"," Harey jedla také, ale asi tak, jak někdy jedí děti, aby nerozzlobily dospělé;"
"eat","eat","jedí","jíst","impf"," Rheya also ate, but as children eat when they are not hungry and do not want to displease their parents;"," Harey jedla také, ale asi tak, jak někdy jedí děti, aby nerozzlobily dospělé;"
"forcing","force","nutila","nutit","impf"," on the other hand, she was not forcing herself, simply taking in nourishment automatically, indifferently."," ne snad, že by se do jídla nějak nutila, ale jedla automaticky a lhostejně."
